split_seed,dataset_id,model_id,alpha,outcome,candidate_count,safe_count,rejected_count,failed_count,v_cert,v_amb,coverage_rate,oracle_candidate,oracle_mean_total_ms,reference_candidate,reference_cryptographic_security_admitted,reference_execution_status,reference_decision_certificate_status,reference_latency_role,reference_mean_total_ms,oracle_speedup_vs_reference,latency_only_candidate,latency_only_status,latency_only_mean_total_ms,v2_oracle_candidate,v2_oracle_mean_total_ms,pre_security_v2_oracle_candidate,selection_changed
1,digits_binary,linear_poly3,0.25,SELECTED,14,4,8,2,266,4,0.9851851851851852,deep_chain_8_scale45__rescale_aware,628.6061529889,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,628.6061529889,1.0,short_chain_3__baseline_non_rescale,REJECTED,141.3164327667,deep_chain_8_scale45__rescale_aware,628.6061529889,default__rescale_aware,true
1,digits_binary,linear_poly3,0.5,SELECTED,14,4,8,2,266,4,0.9851851851851852,deep_chain_8_scale45__rescale_aware,628.6061529889,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,628.6061529889,1.0,short_chain_3__baseline_non_rescale,REJECTED,141.3164327667,deep_chain_8_scale45__rescale_aware,628.6061529889,default__rescale_aware,true
1,digits_binary,linear_poly3,0.75,SELECTED,14,4,8,2,266,4,0.9851851851851852,deep_chain_8_scale45__rescale_aware,628.6061529889,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,628.6061529889,1.0,short_chain_3__baseline_non_rescale,REJECTED,141.3164327667,deep_chain_8_scale45__rescale_aware,628.6061529889,default__rescale_aware,true
1,digits_binary,linear_poly3,0.9,SELECTED,14,4,8,2,266,4,0.9851851851851852,deep_chain_8_scale45__rescale_aware,628.6061529889,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,628.6061529889,1.0,short_chain_3__baseline_non_rescale,REJECTED,141.3164327667,deep_chain_8_scale45__rescale_aware,628.6061529889,default__rescale_aware,true
1,digits_binary,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,256,14,0.9481481481481482,short_chain_6_scale38__baseline_non_rescale,252.9314588185,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,699.4230373852,2.7652670832341815,short_chain_3__rescale_aware,REJECTED,123.1337911778,short_chain_6_scale38__baseline_non_rescale,252.9314588185,short_chain_6_scale38__baseline_non_rescale,false
1,digits_binary,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,256,14,0.9481481481481482,short_chain_6_scale38__baseline_non_rescale,252.9314588185,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,699.4230373852,2.7652670832341815,short_chain_3__rescale_aware,REJECTED,123.1337911778,short_chain_6_scale38__baseline_non_rescale,252.9314588185,short_chain_6_scale38__baseline_non_rescale,false
1,digits_binary,mlp_square_linear_score,0.5,SELECTED,14,10,4,0,256,14,0.9481481481481482,short_chain_6_scale38__baseline_non_rescale,252.9314588185,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,699.4230373852,2.7652670832341815,short_chain_3__rescale_aware,REJECTED,123.1337911778,short_chain_6_scale38__baseline_non_rescale,252.9314588185,short_chain_6_scale38__baseline_non_rescale,false
1,digits_binary,mlp_square_linear_score,0.75,SELECTED,14,10,4,0,256,14,0.9481481481481482,short_chain_6_scale38__baseline_non_rescale,252.9314588185,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,699.4230373852,2.7652670832341815,short_chain_3__rescale_aware,REJECTED,123.1337911778,short_chain_6_scale38__baseline_non_rescale,252.9314588185,short_chain_6_scale38__baseline_non_rescale,false
1,digits_binary,mlp_square_linear_score,0.9,SELECTED,14,10,4,0,256,14,0.9481481481481482,short_chain_6_scale38__baseline_non_rescale,252.9314588185,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,699.4230373852,2.7652670832341815,short_chain_3__rescale_aware,REJECTED,123.1337911778,short_chain_6_scale38__baseline_non_rescale,252.9314588185,short_chain_6_scale38__baseline_non_rescale,false
1,iris_binary,linear_poly3,0.1,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,348.5485542857,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,348.5485542857,1.0,short_chain_3__baseline_non_rescale,REJECTED,87.6945347857,deep_chain_8_scale45__rescale_aware,348.5485542857,default__rescale_aware,true
1,iris_binary,linear_poly3,0.25,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,348.5485542857,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,348.5485542857,1.0,short_chain_3__baseline_non_rescale,REJECTED,87.6945347857,deep_chain_8_scale45__rescale_aware,348.5485542857,default__rescale_aware,true
1,iris_binary,linear_poly3,0.5,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,348.5485542857,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,348.5485542857,1.0,short_chain_3__baseline_non_rescale,REJECTED,87.6945347857,deep_chain_8_scale45__rescale_aware,348.5485542857,default__rescale_aware,true
1,iris_binary,linear_poly3,0.75,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,348.5485542857,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,348.5485542857,1.0,short_chain_3__baseline_non_rescale,REJECTED,87.6945347857,deep_chain_8_scale45__rescale_aware,348.5485542857,default__rescale_aware,true
1,iris_binary,linear_poly3,0.9,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,348.5485542857,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,348.5485542857,1.0,short_chain_3__baseline_non_rescale,REJECTED,87.6945347857,deep_chain_8_scale45__rescale_aware,348.5485542857,default__rescale_aware,true
1,iris_binary,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,190.761249,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,517.374695,2.712158248659821,short_chain_3__rescale_aware,REJECTED,86.3530242143,short_chain_6_scale40__baseline_non_rescale,190.761249,short_chain_6_scale40__baseline_non_rescale,false
1,iris_binary,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,190.761249,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,517.374695,2.712158248659821,short_chain_3__rescale_aware,REJECTED,86.3530242143,short_chain_6_scale40__baseline_non_rescale,190.761249,short_chain_6_scale40__baseline_non_rescale,false
1,iris_binary,mlp_square_linear_score,0.5,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,190.761249,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,517.374695,2.712158248659821,short_chain_3__rescale_aware,REJECTED,86.3530242143,short_chain_6_scale40__baseline_non_rescale,190.761249,short_chain_6_scale40__baseline_non_rescale,false
1,iris_binary,mlp_square_linear_score,0.75,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,190.761249,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,517.374695,2.712158248659821,short_chain_3__rescale_aware,REJECTED,86.3530242143,short_chain_6_scale40__baseline_non_rescale,190.761249,short_chain_6_scale40__baseline_non_rescale,false
1,iris_binary,mlp_square_linear_score,0.9,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,190.761249,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,517.374695,2.712158248659821,short_chain_3__rescale_aware,REJECTED,86.3530242143,short_chain_6_scale40__baseline_non_rescale,190.761249,short_chain_6_scale40__baseline_non_rescale,false
1,mnist_pool16,linear_poly3,0.1,SELECTED,14,4,8,2,239,10,0.9598393574297188,deep_chain_8_scale45__rescale_aware,805.6811796948,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,805.6811796948,1.0,short_chain_3__baseline_non_rescale,REJECTED,189.1181894378,deep_chain_8_scale45__rescale_aware,805.6811796948,default__rescale_aware,true
1,mnist_pool16,linear_poly3,0.25,SELECTED,14,4,8,2,239,10,0.9598393574297188,deep_chain_8_scale45__rescale_aware,805.6811796948,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,805.6811796948,1.0,short_chain_3__baseline_non_rescale,REJECTED,189.1181894378,deep_chain_8_scale45__rescale_aware,805.6811796948,default__rescale_aware,true
1,mnist_pool16,linear_poly3,0.5,SELECTED,14,4,8,2,239,10,0.9598393574297188,deep_chain_8_scale45__rescale_aware,805.6811796948,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,805.6811796948,1.0,short_chain_3__baseline_non_rescale,REJECTED,189.1181894378,deep_chain_8_scale45__rescale_aware,805.6811796948,default__rescale_aware,true
1,mnist_pool16,linear_poly3,0.75,SELECTED,14,4,8,2,239,10,0.9598393574297188,deep_chain_8_scale45__rescale_aware,805.6811796948,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,805.6811796948,1.0,short_chain_3__baseline_non_rescale,REJECTED,189.1181894378,deep_chain_8_scale45__rescale_aware,805.6811796948,default__rescale_aware,true
1,mnist_pool16,linear_poly3,0.9,SELECTED,14,4,8,2,239,10,0.9598393574297188,deep_chain_8_scale45__rescale_aware,805.6811796948,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,805.6811796948,1.0,short_chain_3__baseline_non_rescale,REJECTED,189.1181894378,deep_chain_8_scale45__rescale_aware,805.6811796948,default__rescale_aware,true
1,mnist_pool16,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,246,3,0.9879518072289156,short_chain_6_scale38__baseline_non_rescale,384.1176449197,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,1057.5041494177,2.7530736049336446,short_chain_3__rescale_aware,REJECTED,197.8521875462,short_chain_6_scale38__baseline_non_rescale,384.1176449197,short_chain_6_scale38__baseline_non_rescale,false
1,mnist_pool16,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,246,3,0.9879518072289156,short_chain_6_scale38__baseline_non_rescale,384.1176449197,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,1057.5041494177,2.7530736049336446,short_chain_3__rescale_aware,REJECTED,197.8521875462,short_chain_6_scale38__baseline_non_rescale,384.1176449197,short_chain_6_scale38__baseline_non_rescale,false
1,mnist_pool16,mlp_square_linear_score,0.5,SELECTED,14,10,4,0,246,3,0.9879518072289156,short_chain_6_scale38__baseline_non_rescale,384.1176449197,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,1057.5041494177,2.7530736049336446,short_chain_3__rescale_aware,REJECTED,197.8521875462,short_chain_6_scale38__baseline_non_rescale,384.1176449197,short_chain_6_scale38__baseline_non_rescale,false
1,mnist_pool16,mlp_square_linear_score,0.75,SELECTED,14,10,4,0,246,3,0.9879518072289156,short_chain_6_scale38__baseline_non_rescale,384.1176449197,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,1057.5041494177,2.7530736049336446,short_chain_3__rescale_aware,REJECTED,197.8521875462,short_chain_6_scale38__baseline_non_rescale,384.1176449197,short_chain_6_scale38__baseline_non_rescale,false
1,mnist_pool16,mlp_square_linear_score,0.9,SELECTED,14,10,4,0,246,3,0.9879518072289156,short_chain_6_scale38__baseline_non_rescale,384.1176449197,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,1057.5041494177,2.7530736049336446,short_chain_3__rescale_aware,REJECTED,197.8521875462,short_chain_6_scale38__baseline_non_rescale,384.1176449197,short_chain_6_scale38__baseline_non_rescale,false
1,wdbc,linear_poly3,0.1,SELECTED,14,4,8,2,84,1,0.9882352941176471,deep_chain_8_scale45__rescale_aware,499.0623279059,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,499.0623279059,1.0,short_chain_3__baseline_non_rescale,REJECTED,122.2486299882,deep_chain_8_scale45__rescale_aware,499.0623279059,default__rescale_aware,true
1,wdbc,linear_poly3,0.25,SELECTED,14,4,8,2,84,1,0.9882352941176471,deep_chain_8_scale45__rescale_aware,499.0623279059,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,499.0623279059,1.0,short_chain_3__baseline_non_rescale,REJECTED,122.2486299882,deep_chain_8_scale45__rescale_aware,499.0623279059,default__rescale_aware,true
1,wdbc,linear_poly3,0.5,SELECTED,14,4,8,2,84,1,0.9882352941176471,deep_chain_8_scale45__rescale_aware,499.0623279059,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,499.0623279059,1.0,short_chain_3__baseline_non_rescale,REJECTED,122.2486299882,deep_chain_8_scale45__rescale_aware,499.0623279059,default__rescale_aware,true
1,wdbc,linear_poly3,0.75,SELECTED,14,4,8,2,84,1,0.9882352941176471,deep_chain_8_scale45__rescale_aware,499.0623279059,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,499.0623279059,1.0,short_chain_3__baseline_non_rescale,REJECTED,122.2486299882,deep_chain_8_scale45__rescale_aware,499.0623279059,default__rescale_aware,true
1,wdbc,linear_poly3,0.9,SELECTED,14,4,8,2,84,1,0.9882352941176471,deep_chain_8_scale45__rescale_aware,499.0623279059,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,499.0623279059,1.0,short_chain_3__baseline_non_rescale,REJECTED,122.2486299882,deep_chain_8_scale45__rescale_aware,499.0623279059,default__rescale_aware,true
1,wdbc,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,81,4,0.9529411764705882,short_chain_6_scale38__baseline_non_rescale,256.8464719647,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,706.2571225765,2.749724834349935,short_chain_3__rescale_aware,REJECTED,124.7254148706,short_chain_6_scale38__baseline_non_rescale,256.8464719647,short_chain_6_scale38__baseline_non_rescale,false
1,wdbc,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,81,4,0.9529411764705882,short_chain_6_scale38__baseline_non_rescale,256.8464719647,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,706.2571225765,2.749724834349935,short_chain_3__rescale_aware,REJECTED,124.7254148706,short_chain_6_scale38__baseline_non_rescale,256.8464719647,short_chain_6_scale38__baseline_non_rescale,false
1,wdbc,mlp_square_linear_score,0.5,SELECTED,14,10,4,0,81,4,0.9529411764705882,short_chain_6_scale38__baseline_non_rescale,256.8464719647,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,706.2571225765,2.749724834349935,short_chain_3__rescale_aware,REJECTED,124.7254148706,short_chain_6_scale38__baseline_non_rescale,256.8464719647,short_chain_6_scale38__baseline_non_rescale,false
1,wdbc,mlp_square_linear_score,0.75,SELECTED,14,10,4,0,81,4,0.9529411764705882,short_chain_6_scale38__baseline_non_rescale,256.8464719647,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,706.2571225765,2.749724834349935,short_chain_3__rescale_aware,REJECTED,124.7254148706,short_chain_6_scale38__baseline_non_rescale,256.8464719647,short_chain_6_scale38__baseline_non_rescale,false
1,wdbc,mlp_square_linear_score,0.9,SELECTED,14,10,4,0,81,4,0.9529411764705882,short_chain_6_scale38__baseline_non_rescale,256.8464719647,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,706.2571225765,2.749724834349935,short_chain_3__rescale_aware,REJECTED,124.7254148706,short_chain_6_scale38__baseline_non_rescale,256.8464719647,short_chain_6_scale38__baseline_non_rescale,false
2,banknote,linear_poly3,0.1,SELECTED,14,4,8,2,205,0,1.0,deep_chain_8_scale45__rescale_aware,342.9599496878,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,342.9599496878,1.0,short_chain_3__baseline_non_rescale,REJECTED,86.7069350634,deep_chain_8_scale45__rescale_aware,342.9599496878,default__rescale_aware,true
2,banknote,linear_poly3,0.25,SELECTED,14,4,8,2,205,0,1.0,deep_chain_8_scale45__rescale_aware,342.9599496878,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,342.9599496878,1.0,short_chain_3__baseline_non_rescale,REJECTED,86.7069350634,deep_chain_8_scale45__rescale_aware,342.9599496878,default__rescale_aware,true
2,banknote,linear_poly3,0.5,SELECTED,14,4,8,2,205,0,1.0,deep_chain_8_scale45__rescale_aware,342.9599496878,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,342.9599496878,1.0,short_chain_3__baseline_non_rescale,REJECTED,86.7069350634,deep_chain_8_scale45__rescale_aware,342.9599496878,default__rescale_aware,true
2,banknote,linear_poly3,0.75,SELECTED,14,4,8,2,205,0,1.0,deep_chain_8_scale45__rescale_aware,342.9599496878,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,342.9599496878,1.0,short_chain_3__baseline_non_rescale,REJECTED,86.7069350634,deep_chain_8_scale45__rescale_aware,342.9599496878,default__rescale_aware,true
2,banknote,linear_poly3,0.9,SELECTED,14,4,8,2,205,0,1.0,deep_chain_8_scale45__rescale_aware,342.9599496878,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,342.9599496878,1.0,short_chain_3__baseline_non_rescale,REJECTED,86.7069350634,deep_chain_8_scale45__rescale_aware,342.9599496878,default__rescale_aware,true
2,banknote,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,205,0,1.0,short_chain_6_scale42__baseline_non_rescale,187.3301030341,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,527.8941978146,2.81798914997931,short_chain_3__rescale_aware,REJECTED,85.0740238634,short_chain_6_scale42__baseline_non_rescale,187.3301030341,short_chain_6_scale42__baseline_non_rescale,false
2,banknote,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,205,0,1.0,short_chain_6_scale42__baseline_non_rescale,187.3301030341,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,527.8941978146,2.81798914997931,short_chain_3__rescale_aware,REJECTED,85.0740238634,short_chain_6_scale42__baseline_non_rescale,187.3301030341,short_chain_6_scale42__baseline_non_rescale,false
2,banknote,mlp_square_linear_score,0.5,SELECTED,14,10,4,0,205,0,1.0,short_chain_6_scale42__baseline_non_rescale,187.3301030341,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,527.8941978146,2.81798914997931,short_chain_3__rescale_aware,REJECTED,85.0740238634,short_chain_6_scale42__baseline_non_rescale,187.3301030341,short_chain_6_scale42__baseline_non_rescale,false
2,banknote,mlp_square_linear_score,0.75,SELECTED,14,10,4,0,205,0,1.0,short_chain_6_scale42__baseline_non_rescale,187.3301030341,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,527.8941978146,2.81798914997931,short_chain_3__rescale_aware,REJECTED,85.0740238634,short_chain_6_scale42__baseline_non_rescale,187.3301030341,short_chain_6_scale42__baseline_non_rescale,false
2,banknote,mlp_square_linear_score,0.9,SELECTED,14,10,4,0,205,0,1.0,short_chain_6_scale42__baseline_non_rescale,187.3301030341,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,527.8941978146,2.81798914997931,short_chain_3__rescale_aware,REJECTED,85.0740238634,short_chain_6_scale42__baseline_non_rescale,187.3301030341,short_chain_6_scale42__baseline_non_rescale,false
2,digits_binary,linear_poly3,0.1,SELECTED,14,4,8,2,263,7,0.9740740740740741,deep_chain_8_scale45__rescale_aware,495.524465437,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,495.524465437,1.0,short_chain_3__baseline_non_rescale,REJECTED,118.7437970148,deep_chain_8_scale45__rescale_aware,495.524465437,default__rescale_aware,true
2,digits_binary,linear_poly3,0.25,SELECTED,14,4,8,2,263,7,0.9740740740740741,deep_chain_8_scale45__rescale_aware,495.524465437,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,495.524465437,1.0,short_chain_3__baseline_non_rescale,REJECTED,118.7437970148,deep_chain_8_scale45__rescale_aware,495.524465437,default__rescale_aware,true
2,digits_binary,linear_poly3,0.5,SELECTED,14,4,8,2,263,7,0.9740740740740741,deep_chain_8_scale45__rescale_aware,495.524465437,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,495.524465437,1.0,short_chain_3__baseline_non_rescale,REJECTED,118.7437970148,deep_chain_8_scale45__rescale_aware,495.524465437,default__rescale_aware,true
2,digits_binary,linear_poly3,0.75,SELECTED,14,4,8,2,263,7,0.9740740740740741,deep_chain_8_scale45__rescale_aware,495.524465437,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,495.524465437,1.0,short_chain_3__baseline_non_rescale,REJECTED,118.7437970148,deep_chain_8_scale45__rescale_aware,495.524465437,default__rescale_aware,true
2,digits_binary,linear_poly3,0.9,SELECTED,14,4,8,2,263,7,0.9740740740740741,deep_chain_8_scale45__rescale_aware,495.524465437,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,495.524465437,1.0,short_chain_3__baseline_non_rescale,REJECTED,118.7437970148,deep_chain_8_scale45__rescale_aware,495.524465437,default__rescale_aware,true
2,digits_binary,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,249,21,0.9222222222222223,short_chain_6_scale40__baseline_non_rescale,251.8055371407,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,705.4116447778,2.8014143485003706,short_chain_3__rescale_aware,REJECTED,124.4345761148,short_chain_6_scale40__baseline_non_rescale,251.8055371407,short_chain_6_scale40__baseline_non_rescale,false
2,digits_binary,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,249,21,0.9222222222222223,short_chain_6_scale40__baseline_non_rescale,251.8055371407,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,705.4116447778,2.8014143485003706,short_chain_3__rescale_aware,REJECTED,124.4345761148,short_chain_6_scale40__baseline_non_rescale,251.8055371407,short_chain_6_scale40__baseline_non_rescale,false
2,digits_binary,mlp_square_linear_score,0.5,SELECTED,14,10,4,0,249,21,0.9222222222222223,short_chain_6_scale40__baseline_non_rescale,251.8055371407,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,705.4116447778,2.8014143485003706,short_chain_3__rescale_aware,REJECTED,124.4345761148,short_chain_6_scale40__baseline_non_rescale,251.8055371407,short_chain_6_scale40__baseline_non_rescale,false
2,digits_binary,mlp_square_linear_score,0.75,SELECTED,14,10,4,0,249,21,0.9222222222222223,short_chain_6_scale40__baseline_non_rescale,251.8055371407,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,705.4116447778,2.8014143485003706,short_chain_3__rescale_aware,REJECTED,124.4345761148,short_chain_6_scale40__baseline_non_rescale,251.8055371407,short_chain_6_scale40__baseline_non_rescale,false
2,digits_binary,mlp_square_linear_score,0.9,SELECTED,14,10,4,0,249,21,0.9222222222222223,short_chain_6_scale40__baseline_non_rescale,251.8055371407,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,705.4116447778,2.8014143485003706,short_chain_3__rescale_aware,REJECTED,124.4345761148,short_chain_6_scale40__baseline_non_rescale,251.8055371407,short_chain_6_scale40__baseline_non_rescale,false
2,iris_binary,linear_poly3,0.1,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,346.3159516429,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,346.3159516429,1.0,short_chain_3__baseline_non_rescale,REJECTED,104.9067321429,deep_chain_8_scale45__rescale_aware,346.3159516429,default__rescale_aware,true
2,iris_binary,linear_poly3,0.25,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,346.3159516429,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,346.3159516429,1.0,short_chain_3__baseline_non_rescale,REJECTED,104.9067321429,deep_chain_8_scale45__rescale_aware,346.3159516429,default__rescale_aware,true
2,iris_binary,linear_poly3,0.5,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,346.3159516429,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,346.3159516429,1.0,short_chain_3__baseline_non_rescale,REJECTED,104.9067321429,deep_chain_8_scale45__rescale_aware,346.3159516429,default__rescale_aware,true
2,iris_binary,linear_poly3,0.75,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,346.3159516429,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,346.3159516429,1.0,short_chain_3__baseline_non_rescale,REJECTED,104.9067321429,deep_chain_8_scale45__rescale_aware,346.3159516429,default__rescale_aware,true
2,iris_binary,linear_poly3,0.9,SELECTED,14,4,8,2,14,0,1.0,deep_chain_8_scale45__rescale_aware,346.3159516429,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,346.3159516429,1.0,short_chain_3__baseline_non_rescale,REJECTED,104.9067321429,deep_chain_8_scale45__rescale_aware,346.3159516429,default__rescale_aware,true
2,iris_binary,mlp_square_linear_score,0.1,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,189.8090405714,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,541.3969783571,2.852324508502239,short_chain_3__rescale_aware,REJECTED,97.5711895714,short_chain_6_scale40__baseline_non_rescale,189.8090405714,short_chain_6_scale40__baseline_non_rescale,false
2,iris_binary,mlp_square_linear_score,0.25,SELECTED,14,10,4,0,14,0,1.0,short_chain_6_scale40__baseline_non_rescale,189.8090405714,deep_chain_8_scale45__rescale_aware,true,ok,SAFE,DECISION_PRESERVING_REFERENCE,541.3969783571,2.852324508502239,short_chain_3__rescale_aware,REJECTED,97.5711895714,short_chain_6_scale40__baseline_non_rescale,189.8090405714,short_chain_6_scale40__baseline_non_rescale,false
