timestamp,dataset,model,profile,path,repeat,tag,status,exit_code,summary_path,log_path,plain_accuracy,ckks_accuracy,decision_flips,score_error_violations,max_y_error,mean_eval_only_ms,mean_total_eval_ms,accepted
2026-06-25T15:50:34+09:00,wdbc,linear_poly3,deep_chain_8_scale45,rescale_aware,1,tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r1,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r1/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r1.log,0.9649122807,0.9649122807,0,0,0.0000000000,131.9891848596,501.0169752573,true
2026-06-25T15:52:00+09:00,wdbc,linear_poly3,deep_chain_8_scale45,rescale_aware,2,tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r2,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r2/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r2.log,0.9649122807,0.9649122807,0,0,0.0000000000,132.9463781170,506.4667200000,true
2026-06-25T15:53:27+09:00,wdbc,linear_poly3,deep_chain_8_scale45,rescale_aware,3,tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r3,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r3/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_rescale_aware_r3.log,0.9649122807,0.9649122807,0,0,0.0000000000,133.1153932982,502.6904996140,true
2026-06-25T15:54:54+09:00,wdbc,linear_poly3,deep_chain_8_scale45,baseline_non_rescale,1,tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r1,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r1/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r1.log,0.9649122807,0.9649122807,0,0,0.0000000000,135.2894492749,530.7553441930,true
2026-06-25T15:56:25+09:00,wdbc,linear_poly3,deep_chain_8_scale45,baseline_non_rescale,2,tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r2,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r2/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r2.log,0.9649122807,0.9649122807,0,0,0.0000000000,133.5606827661,527.1247505263,true
2026-06-25T15:57:55+09:00,wdbc,linear_poly3,deep_chain_8_scale45,baseline_non_rescale,3,tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r3,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r3/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_8_scale45_baseline_non_rescale_r3.log,0.9649122807,0.9649122807,0,0,0.0000000000,134.7823955146,529.6712912924,true
2026-06-25T15:59:26+09:00,wdbc,linear_poly3,deep_chain_9_scale45,rescale_aware,1,tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r1,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r1/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r1.log,0.9649122807,0.9649122807,0,0,0.0000000000,171.6602595965,581.6895225439,true
2026-06-25T16:01:06+09:00,wdbc,linear_poly3,deep_chain_9_scale45,rescale_aware,2,tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r2,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r2/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r2.log,0.9649122807,0.9649122807,0,0,0.0000000000,171.8136162456,581.6209592690,true
2026-06-25T16:02:45+09:00,wdbc,linear_poly3,deep_chain_9_scale45,rescale_aware,3,tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r3,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r3/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_rescale_aware_r3.log,0.9649122807,0.9649122807,0,0,0.0000000000,171.6704795614,581.7297960175,true
2026-06-25T16:04:25+09:00,wdbc,linear_poly3,deep_chain_9_scale45,baseline_non_rescale,1,tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r1,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r1/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r1.log,0.9649122807,0.9649122807,0,0,0.0000000000,165.3211816023,604.7117706784,true
2026-06-25T16:06:09+09:00,wdbc,linear_poly3,deep_chain_9_scale45,baseline_non_rescale,2,tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r2,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r2/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r2.log,0.9649122807,0.9649122807,0,0,0.0000000000,163.4740540175,600.6560235556,true
2026-06-25T16:07:52+09:00,wdbc,linear_poly3,deep_chain_9_scale45,baseline_non_rescale,3,tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r3,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r3/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_deep_chain_9_scale45_baseline_non_rescale_r3.log,0.9649122807,0.9649122807,0,0,0.0000000000,164.7289496667,603.4234805322,true
2026-06-25T16:09:36+09:00,wdbc,linear_poly3,short_chain_6_scale42,rescale_aware,1,tabular_sweep_wdbc_linear_poly3_short_chain_6_scale42_rescale_aware_r1,ok,0,results/ckks_tabular_inference/tabular_sweep_wdbc_linear_poly3_short_chain_6_scale42_rescale_aware_r1/summary.csv,results/ckks_tabular_profile_sweep_repeated/logs/tabular_sweep_wdbc_linear_poly3_short_chain_6_scale42_rescale_aware_r1.log,0.9649122807,0.3742690058,111,171,0.5850546992,44.2244071287,174.7014007719,false
