dataset_id,model_id,profile,path,requested_runs,ok_runs,failed_runs,accepted_runs,strict_safe,mean_eval_only_ms,std_eval_only_ms,mean_total_ms,std_total_ms,max_decision_flips,sum_decision_flips,max_score_error_violations,sum_score_error_violations,max_y_error
wdbc,mlp_square_linear_score,deep_chain_8_scale45,rescale_aware,3,3,0,3,true,333.1177021209,18.6536013757,683.0909870253,36.3002312866,0,0,0,0,0.0000000000
wdbc,mlp_square_linear_score,deep_chain_9_scale45,baseline_non_rescale,3,3,0,3,true,340.2713419006,4.1598072010,749.1279500799,5.3600205116,0,0,0,0,0.0000000001
wdbc,mlp_square_linear_score,deep_chain_9_scale45,rescale_aware,3,3,0,3,true,391.5911508031,5.7277133433,779.8729176706,9.8275569820,0,0,0,0,0.0000000001
wdbc,mlp_square_linear_score,default,baseline_non_rescale,3,3,0,3,true,126.5933544796,0.1049821130,297.2178253489,0.4434144509,0,0,0,0,0.0000000000
wdbc,mlp_square_linear_score,default,rescale_aware,3,3,0,3,true,144.6710785185,2.4128424816,299.1325123548,4.7449945926,0,0,0,0,0.0000000000
wdbc,mlp_square_linear_score,scale38,baseline_non_rescale,3,3,0,3,true,114.9364884522,0.8974343131,270.6604415887,2.2839874406,0,0,0,0,0.0000000056
wdbc,mlp_square_linear_score,scale38,rescale_aware,3,3,0,3,true,135.0056051599,0.8197342885,281.9843168791,1.4659439932,0,0,0,0,0.0000000017
wdbc,mlp_square_linear_score,scale40,baseline_non_rescale,3,3,0,3,true,125.8989983392,2.5705910316,294.6955425555,5.1545040081,0,0,0,0,0.0000000012
wdbc,mlp_square_linear_score,scale40,rescale_aware,3,3,0,3,true,147.4648859103,1.9094461047,308.4057901482,3.1174689887,0,0,0,0,0.0000000011
wdbc,mlp_square_linear_score,scale42,baseline_non_rescale,3,3,0,3,true,126.9634313294,0.3299022461,297.7846644659,0.7760998192,0,0,0,0,0.0000000001
wdbc,mlp_square_linear_score,scale42,rescale_aware,3,3,0,3,true,147.6116447992,0.5211792091,308.1011951443,0.9323280607,0,0,0,0,0.0000000002
wdbc,mlp_square_linear_score,short_chain_3,baseline_non_rescale,3,3,0,0,false,48.5400875322,0.4298141727,136.0398810468,1.1532319250,109,327,171,513,0.5182910782
wdbc,mlp_square_linear_score,short_chain_3,rescale_aware,3,3,0,0,false,51.1290990156,0.1496227347,109.1755254678,0.4955011908,109,327,171,513,0.5182910782
wdbc,mlp_square_linear_score,short_chain_5,baseline_non_rescale,3,3,0,0,false,78.4591621462,0.1339005127,198.0338973295,0.2650296721,109,327,171,513,0.5182910705
wdbc,mlp_square_linear_score,short_chain_5,rescale_aware,3,3,0,0,false,89.8090345224,0.1529979848,201.3513709201,0.2786095540,109,327,171,513,0.5182910680
wdbc,mlp_square_linear_score,short_chain_6_scale38,baseline_non_rescale,3,3,0,3,true,91.4641813411,0.5549097423,230.9531853704,0.6279728480,0,0,0,0,0.0000000023
wdbc,mlp_square_linear_score,short_chain_6_scale38,rescale_aware,3,3,0,3,true,109.9528665497,2.3155822215,243.3961437135,4.5608717287,0,0,0,0,0.0000000023
wdbc,mlp_square_linear_score,short_chain_6_scale40,baseline_non_rescale,3,3,0,3,true,95.1957058246,0.6688034857,238.3199817719,1.8124768912,0,0,0,0,0.0000000010
wdbc,mlp_square_linear_score,short_chain_6_scale40,rescale_aware,3,3,0,3,true,106.3254994932,0.1643895092,236.3865734756,0.8036599016,0,0,0,0,0.0000000001
wdbc,mlp_square_linear_score,short_chain_6_scale42,baseline_non_rescale,3,3,0,3,true,91.5105585458,0.5344219103,231.0110153509,0.9018023971,0,0,0,0,0.0000000001
wdbc,mlp_square_linear_score,short_chain_6_scale42,rescale_aware,3,3,0,3,true,111.4072413567,1.9879132836,246.8532112554,4.6021889427,0,0,0,0,0.0000000001
