split_seed,dataset_id,model_id,workload_id,id,role,candidate_id,profile_name,evaluation_mode,log_n,log_q,log_p,log_default_scale,setup_ms,arm_id,observations,decision_flips,max_y_error,mean_total_ms,median_total_ms,p95_total_ms,stddev_total_ms,iqr_total_ms,mean_eval_only_ms,median_eval_only_ms,p95_eval_only_ms,stddev_eval_only_ms,iqr_eval_only_ms
2,mnist_pool16,mlp_square_linear_score,split_seed_2/mnist_pool16/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_88d5d5e14224,synth_analysis_minimum_rescale_N13_Q6_S20_88d5d5e14224,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,49.834637,direct,36,0,6.689708191159882e-05,249.30249219444443,247.001082,295.721393,35.38839413825512,44.35443699999999,104.12430072222224,99.66092300000001,142.243505,20.133231729751543,24.687594000000004
2,mnist_pool16,mlp_square_linear_score,split_seed_2/mnist_pool16/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",38,78.638251,catalog,36,0,3.9435232856988023e-10,483.750868888889,465.86396,623.433375,86.75454770113114,75.73350399999998,158.0906597222222,152.37669200000002,238.38619500000001,31.226153936167787,30.85181400000002
2,mnist_pool16,mlp_square_linear_score,split_seed_2/mnist_pool16/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,202.286814,reference,36,0,6.652456363553938e-12,1364.0661279166663,1312.874984,1586.937261,120.97569773432902,179.39244000000008,544.4203341111112,532.919249,690.446916,54.81393617979121,78.70866799999993
2,wdbc,linear_poly3,split_seed_2/wdbc/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_5a043e5c51af,synth_repair_scale_1_rescale_N13_Q7_S24_5a043e5c51af,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,76.61785,direct,36,0,0.0025669207914366665,135.9726906666666,130.321522,172.430289,17.481576696449412,17.067079000000007,40.89894202777777,40.018777,59.401205,7.37328127781084,10.157385999999995
2,wdbc,linear_poly3,split_seed_2/wdbc/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,195.958479,catalog,36,0,1.6260492952113736e-11,723.1201536944444,688.55502,1026.574677,102.62093060255957,98.59228199999995,188.67254630555556,182.085533,250.78713699999997,26.135876443279173,31.05677700000001
2,wdbc,linear_poly3,split_seed_2/wdbc/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,197.301339,reference,36,0,1.0965894858827596e-11,697.6408848611113,663.47301,864.994138,107.61760101876378,65.24470600000006,184.47568483333336,177.81362199999998,241.43921,34.6373790371072,29.206234999999992
2,wdbc,mlp_square_linear_score,split_seed_2/wdbc/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_67109d0703c5,synth_analysis_minimum_rescale_N13_Q6_S20_67109d0703c5,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,56.966621,direct,36,0,0.00022606694271981587,164.4452359444444,157.192478,227.734215,27.174210807563238,31.293597000000005,85.08071263888888,79.302581,131.918384,19.309908385400245,25.116103999999993
2,wdbc,mlp_square_linear_score,split_seed_2/wdbc/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",38,88.193632,catalog,36,0,8.993981115423821e-10,310.3239191388889,302.313919,359.973646,29.88395495883236,44.39079600000002,126.61399805555558,121.724523,161.273452,16.485555149728558,22.098445999999996
2,wdbc,mlp_square_linear_score,split_seed_2/wdbc/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,533.755903,reference,36,0,2.980576896405296e-11,901.4454842222221,889.461805,1047.848239,83.05953704253463,112.91038800000001,450.2750838055555,435.128695,581.437219,55.90323021177976,80.83550499999996
3,banknote,linear_poly3,split_seed_3/banknote/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_56aff076a560,synth_repair_scale_1_rescale_N13_Q7_S24_56aff076a560,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,106.989908,direct,36,0,0.00642717615837235,80.35816633333333,76.249798,98.445286,12.926286447212824,20.397975000000002,32.81550780555555,30.137947999999998,44.52145,6.31428273425176,8.178058000000007
3,banknote,linear_poly3,split_seed_3/banknote/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,351.313279,catalog,36,0,4.705980050090375e-11,419.71541611111104,410.607397,541.849867,46.11051767956488,32.98229200000003,152.27336397222223,148.31440300000003,205.303741,21.51149853188166,19.048024999999996
3,banknote,linear_poly3,split_seed_3/banknote/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,175.866969,reference,36,0,2.682865041236937e-11,415.3911549166667,414.737608,490.063233,45.443500387415504,56.67140699999999,146.26952027777776,142.784044,177.737664,18.114621335217116,31.916956999999996
3,banknote,mlp_square_linear_score,split_seed_3/banknote/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_2c2da9a3eae1,synth_analysis_minimum_rescale_N13_Q6_S20_2c2da9a3eae1,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,103.662247,direct,36,0,0.00015146207022531666,121.12902991666667,115.989961,160.499971,19.126643827073345,14.341071999999997,74.87169733333333,71.972542,102.69979099999999,12.211974913137755,12.211922000000001
3,banknote,mlp_square_linear_score,split_seed_3/banknote/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale42__baseline_non_rescale,short_chain_6_scale42,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",42,88.429606,catalog,36,0,1.0493761415375502e-10,234.271024,220.077647,321.877088,37.77188144338219,27.141750000000002,112.51910358333333,106.439133,157.498829,21.19337983993137,24.046893999999995
3,banknote,mlp_square_linear_score,split_seed_3/banknote/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,208.481931,reference,36,0,6.735989543926735e-11,672.944545111111,644.681616,794.32703,101.16096145462208,60.52048500000001,392.95211574999996,382.15084499999995,510.617771,60.26837197400262,46.71587900000003
3,digits_binary,linear_poly3,split_seed_3/digits_binary/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_9887de80bbf2,synth_repair_scale_1_rescale_N13_Q7_S24_9887de80bbf2,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,48.250338,direct,36,0,0.003086282990310385,127.55752872222222,118.482714,162.038248,35.122729923143616,21.061249000000004,37.83100177777778,33.849464,60.911539,12.708843417548076,6.948058
3,digits_binary,linear_poly3,split_seed_3/digits_binary/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,168.418461,catalog,36,0,5.363154365056744e-12,595.4004136944445,602.325849,660.006429,40.605074560913756,54.46698500000002,158.81003738888887,152.608497,197.444838,17.249315487109,22.39487299999999
3,digits_binary,linear_poly3,split_seed_3/digits_binary/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,154.65129,reference,36,0,7.894351838899638e-12,611.3252586388888,600.341656,695.985825,56.5091538751114,68.797864,166.20308005555552,158.37061,239.349472,25.33978476552145,27.94793900000002
3,digits_binary,mlp_square_linear_score,split_seed_3/digits_binary/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_2195a085d6b4,synth_analysis_minimum_rescale_N13_Q6_S20_2195a085d6b4,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,46.513128,direct,36,0,3.9719996190901163e-05,155.49114822222225,153.105549,179.856175,15.167115077047596,20.376209000000017,79.99027861111111,75.513225,103.419532,11.910775526604766,20.980573000000007
3,digits_binary,mlp_square_linear_score,split_seed_3/digits_binary/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale42__baseline_non_rescale,short_chain_6_scale42,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",42,96.071978,catalog,36,0,3.557398819964419e-11,308.06079813888897,304.156939,380.344349,29.819466513004823,30.77649600000001,122.15096605555553,121.467952,150.211679,13.699888897552873,19.015157999999985
3,digits_binary,mlp_square_linear_score,split_seed_3/digits_binary/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,249.968246,reference,36,0,6.1306515419801144e-12,882.149356111111,882.639752,1059.046714,72.40926713229715,85.439346,438.40802380555556,428.585582,554.2449039999999,48.8404347266472,52.05160099999995
3,iris_binary,linear_poly3,split_seed_3/iris_binary/linear_poly3,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q7_S20_03498e744ec6,synth_analysis_minimum_rescale_N13_Q7_S20_03498e744ec6,rescale,13,"[23, 20, 20, 20, 20, 20, 20]",[30],20,88.040305,direct,36,0,0.013750446748955869,84.32820536111113,75.427821,112.315326,21.040165364843048,18.559284000000005,33.59214766666667,30.132046000000003,46.903611,9.91229662393871,6.560016000000001
3,iris_binary,linear_poly3,split_seed_3/iris_binary/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,186.670328,catalog,36,0,1.3696599410195631e-11,458.6698751666667,416.955846,941.69848,131.1142328098718,60.873283000000015,162.03626116666675,143.375465,267.609758,46.36036103144816,36.545300000000026
3,iris_binary,linear_poly3,split_seed_3/iris_binary/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,187.915174,reference,36,0,3.1321500948422454e-11,446.2227229444444,419.538538,592.641595,88.22018124314721,65.523189,157.66600130555557,151.180487,221.592794,28.455069876355207,32.038674999999984
3,iris_binary,mlp_square_linear_score,split_seed_3/iris_binary/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_207988c02d8a,synth_analysis_minimum_rescale_N13_Q6_S20_207988c02d8a,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,53.812238,direct,36,0,0.00018229622618737285,133.6802361666667,122.830133,185.131104,34.611557922719804,32.707851000000005,83.40521463888888,77.501683,129.39058500000002,20.29102319009957,26.730558000000002
3,iris_binary,mlp_square_linear_score,split_seed_3/iris_binary/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale40__baseline_non_rescale,short_chain_6_scale40,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",40,97.416431,catalog,36,0,1.5003669417978927e-09,248.7951327222222,227.437453,379.434502,60.29394326610465,45.03337600000003,120.35806916666667,108.12207500000001,188.958667,46.676998607549294,18.605801999999997
3,iris_binary,mlp_square_linear_score,split_seed_3/iris_binary/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,193.978898,reference,36,0,3.927846936591095e-11,710.9156086666667,696.313645,896.385854,82.50682960892419,91.66036299999996,416.6717708055556,400.87564899999995,579.9695949999999,57.236794260540684,68.97179499999993
3,mnist_pool16,linear_poly3,split_seed_3/mnist_pool16/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_c0a75243c434,synth_repair_scale_1_rescale_N13_Q7_S24_c0a75243c434,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,111.01456,direct,36,0,0.002234221156378169,235.94030997222222,222.402685,328.170818,57.11582932334705,37.68053800000001,51.53181552777777,46.082596,103.67311699999999,21.26127436818682,13.196199999999997
3,mnist_pool16,linear_poly3,split_seed_3/mnist_pool16/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,222.894883,catalog,36,0,2.398825582616837e-11,1124.5974115555555,1073.7062,1592.139464,153.03563483777032,162.4658760000001,203.66644261111114,197.724042,257.158318,27.666698582412263,32.04074799999998
3,mnist_pool16,linear_poly3,split_seed_3/mnist_pool16/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,187.654856,reference,36,0,1.6460721674604883e-11,1117.4873851944444,1081.53366,1349.47251,179.81391483868492,149.6752610000001,215.47191250000003,199.679396,299.92704100000003,41.972844474446084,50.285769000000016
3,mnist_pool16,mlp_square_linear_score,split_seed_3/mnist_pool16/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_615f05f131da,synth_analysis_minimum_rescale_N13_Q6_S20_615f05f131da,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,64.081247,direct,36,0,8.528916606120873e-05,240.63470083333328,240.43442,285.338256,23.10573330257052,29.069953999999996,99.74147686111114,99.092801,132.131493,14.025014123112708,19.065859999999986
3,mnist_pool16,mlp_square_linear_score,split_seed_3/mnist_pool16/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale42__baseline_non_rescale,short_chain_6_scale42,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",42,71.757213,catalog,36,0,3.720368457749146e-11,472.579476611111,458.340881,600.88175,60.792117560355784,77.844335,153.20613527777778,144.222067,217.692651,26.358283852776943,30.392104999999987
3,mnist_pool16,mlp_square_linear_score,split_seed_3/mnist_pool16/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,434.138071,reference,36,0,1.602584731585921e-11,1437.9418302777776,1367.14241,1893.72735,223.63373053001442,257.5966970000002,586.0264466666666,543.6874809999999,920.199273,129.7572783374595,96.46033499999993
3,wdbc,linear_poly3,split_seed_3/wdbc/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_862b7b7caaa4,synth_repair_scale_1_rescale_N13_Q7_S24_862b7b7caaa4,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,150.176116,direct,36,0,0.0037964669934434925,136.91624299999995,134.115607,175.370968,17.733157268268343,21.23102700000001,42.91162997222222,40.309692000000005,69.681192,10.512188839403901,9.033197000000001
3,wdbc,linear_poly3,split_seed_3/wdbc/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,557.002013,catalog,36,0,1.0638379066563175e-11,709.4841323333333,678.745276,895.720575,118.45380024557409,60.74503600000003,183.53962772222224,178.05759999999998,254.514953,29.834762497851234,25.959656999999993
3,wdbc,linear_poly3,split_seed_3/wdbc/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,191.700102,reference,36,0,7.318368133724107e-12,697.8441955000003,667.626871,860.054904,80.74089928757988,104.75136199999997,189.74698133333337,177.985815,252.439752,29.112256403458385,43.83049399999999
3,wdbc,mlp_square_linear_score,split_seed_3/wdbc/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_452d20eed652,synth_analysis_minimum_rescale_N13_Q6_S20_452d20eed652,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,66.456907,direct,36,0,8.815541784901182e-05,155.83477416666665,151.042793,213.813972,23.4041365721257,17.19130199999998,80.07698802777779,77.824373,110.242696,12.395567894291057,13.64693100000001
3,wdbc,mlp_square_linear_score,split_seed_3/wdbc/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",38,77.286669,catalog,36,0,4.1417153040512744e-10,309.432283638889,293.842872,378.198267,49.68229295825071,47.63528500000001,120.66716066666669,116.236073,157.067794,18.842918357856142,15.627957999999992
3,wdbc,mlp_square_linear_score,split_seed_3/wdbc/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,199.053547,reference,36,0,2.8027080656300996e-11,879.4239931388888,871.222541,972.283626,62.3393121361098,106.12253499999997,440.47796605555556,433.292408,528.8726389999999,47.5745040462416,59.880966
4,banknote,linear_poly3,split_seed_4/banknote/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_e80473fbb570,synth_repair_scale_1_rescale_N13_Q7_S24_e80473fbb570,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,77.706492,direct,36,0,0.00559171908142897,87.75708963888887,86.501202,119.531614,13.610459412044522,17.20209600000001,34.23470697222222,32.638672,47.840588999999994,7.0199635357212165,5.895910000000001
4,banknote,linear_poly3,split_seed_4/banknote/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,191.472941,catalog,36,0,5.864075891537368e-11,474.29080513888897,469.814904,613.569595,73.47772505049873,73.45356200000003,173.7576015555555,159.573744,233.33579200000003,42.49677435373431,39.306309
4,banknote,linear_poly3,split_seed_4/banknote/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,168.796721,reference,36,0,4.656064422903228e-11,471.0620213333332,461.707679,632.279421,66.63737321852727,65.846971,163.69088852777776,158.214211,223.348926,23.06751148850802,29.045434
4,banknote,mlp_square_linear_score,split_seed_4/banknote/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_0bd8533b1127,synth_analysis_minimum_rescale_N13_Q6_S20_0bd8533b1127,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,66.818875,direct,36,0,0.00013918360827064324,137.27552388888887,131.011717,203.451906,26.109484647378142,14.350244999999987,85.36485072222222,80.314678,130.95485499999998,17.45670537302913,14.624769999999998
4,banknote,mlp_square_linear_score,split_seed_4/banknote/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",38,82.033263,catalog,36,0,7.692258496838633e-10,270.6490865277777,265.299897,374.683636,41.76259543921005,46.45397700000001,131.26863649999999,124.817226,184.033585,23.8111999469575,28.711966000000004
4,banknote,mlp_square_linear_score,split_seed_4/banknote/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,210.366727,reference,36,0,2.779909635819422e-11,815.0325425555556,750.458661,1186.652831,150.12766758867582,133.76748399999997,481.26541094444434,444.580347,783.452534,91.20217173227054,77.575736
4,digits_binary,linear_poly3,split_seed_4/digits_binary/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_6fa2713d3e0a,synth_repair_scale_1_rescale_N13_Q7_S24_6fa2713d3e0a,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,74.020735,direct,36,0,0.001315669288923127,131.24850730555556,126.015481,159.120552,15.724158971633457,23.679676999999984,38.63819380555556,37.99915,53.921842,6.9055576359987105,8.009660999999994
4,digits_binary,linear_poly3,split_seed_4/digits_binary/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,207.423199,catalog,36,0,7.372435995023352e-12,649.892992861111,639.087839,769.205502,72.09344547838488,141.44292199999995,171.3090633888889,169.405564,226.276149,22.921646332593387,34.53803999999997
4,digits_binary,linear_poly3,split_seed_4/digits_binary/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,214.168137,reference,36,0,8.39228686544402e-12,653.4891791666666,654.148231,765.703725,51.36267135953016,70.35458000000006,172.02991472222226,168.26274899999999,219.11257,21.863153100246578,19.977587000000028
4,digits_binary,mlp_square_linear_score,split_seed_4/digits_binary/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_d7df5358bf41,synth_analysis_minimum_rescale_N13_Q6_S20_d7df5358bf41,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,126.223386,direct,36,0,5.00584641645041e-05,153.1378490833333,149.624001,198.490776,21.87222176663716,22.979329000000007,76.77564297222222,74.43476299999999,92.651053,11.97980134430086,10.256497999999993
4,digits_binary,mlp_square_linear_score,split_seed_4/digits_binary/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale42__baseline_non_rescale,short_chain_6_scale42,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",42,73.533606,catalog,36,0,2.3452573216786732e-11,304.38043608333345,292.964985,377.598557,39.413327181221604,35.110311000000024,123.42982083333335,113.708004,166.087036,28.291896384101175,20.896254000000013
4,digits_binary,mlp_square_linear_score,split_seed_4/digits_binary/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,497.835388,reference,36,0,5.634381849972669e-13,893.8864532777778,864.937076,1034.517914,69.94244010411487,63.975269000000026,449.28042716666664,435.54218199999997,532.3920850000001,41.83740220285984,55.02800799999994
4,iris_binary,linear_poly3,split_seed_4/iris_binary/linear_poly3,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q7_S20_157c7f3b52c3,synth_analysis_minimum_rescale_N13_Q7_S20_157c7f3b52c3,rescale,13,"[23, 20, 20, 20, 20, 20, 20]",[30],20,63.294597,direct,36,0,0.014574867350638898,87.75257538888887,81.44611,109.565781,25.656683755101277,12.38895500000001,35.65911330555556,32.985752000000005,55.078437,12.988351458783782,5.466950000000001
4,iris_binary,linear_poly3,split_seed_4/iris_binary/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,188.893636,catalog,36,0,5.986161566440273e-11,430.77467558333336,414.777648,498.007551,76.14990668583334,58.72326300000003,150.85149544444445,147.85058800000002,182.538278,23.199190709472347,22.05854099999999
4,iris_binary,linear_poly3,split_seed_4/iris_binary/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,175.050798,reference,36,0,4.172767686938528e-11,445.69596422222213,423.169306,624.842866,64.02056348661064,66.76559499999996,168.3175433333333,155.446998,266.22537,39.30212625911358,34.977310999999986
4,iris_binary,mlp_square_linear_score,split_seed_4/iris_binary/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_0b567c0ee21f,synth_analysis_minimum_rescale_N13_Q6_S20_0b567c0ee21f,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,71.249995,direct,36,0,4.682721905147069e-05,130.34550519444446,129.173708,171.52488,20.51152836077021,27.542518,80.95880983333332,78.942892,118.48763799999999,15.74251230850804,18.026548000000005
4,iris_binary,mlp_square_linear_score,split_seed_4/iris_binary/mlp_square_linear_score,catalog,bounded_catalog_oracle,short_chain_6_scale40__baseline_non_rescale,short_chain_6_scale40,naive,14,"[56, 46, 46, 46, 45, 45]","[56, 55]",40,57.417582,catalog,36,0,4.2208325723436246e-10,254.88864130555555,235.317276,371.066171,59.65604002363331,38.812366999999966,122.05395877777772,111.74795499999999,185.833036,33.571031935813565,28.120572999999993
4,iris_binary,mlp_square_linear_score,split_seed_4/iris_binary/mlp_square_linear_score,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,183.796375,reference,36,0,2.066946613865639e-11,687.6826719444443,686.217668,775.193069,58.02431782627553,89.29690800000003,406.4535006944446,400.507158,483.900157,41.616042045387914,52.55066499999998
4,mnist_pool16,linear_poly3,split_seed_4/mnist_pool16/linear_poly3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_d2e82633aee4,synth_repair_scale_1_rescale_N13_Q7_S24_d2e82633aee4,rescale,13,"[27, 24, 24, 24, 24, 24, 24]",[30],24,81.236026,direct,36,0,0.002843752512786124,216.10102055555555,204.681624,316.347226,37.46718123797503,34.277732000000015,44.43070094444444,40.732741,68.269722,11.176388989089837,11.794784999999997
4,mnist_pool16,linear_poly3,split_seed_4/mnist_pool16/linear_poly3,catalog,bounded_catalog_oracle,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,185.464485,catalog,36,0,1.8586354677552208e-11,1042.3199693888887,1020.177541,1277.91133,102.54188537259908,110.81442800000013,195.85956111111113,189.605592,276.424784,32.18850171409336,30.850701999999956
4,mnist_pool16,linear_poly3,split_seed_4/mnist_pool16/linear_poly3,reference,ckks_reference,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale,15,"[56, 46, 46, 46, 45, 45, 46, 45]","[56, 55]",45,177.563553,reference,36,0,1.8656742817313443e-11,1039.2956985555559,1017.343577,1261.466134,96.5388843690082,92.91332000000011,197.13982594444442,186.524298,286.380654,36.48992443006785,28.823261000000002
4,mnist_pool16,mlp_square_linear_score,split_seed_4/mnist_pool16/mlp_square_linear_score,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_360cb2bcb6ae,synth_analysis_minimum_rescale_N13_Q6_S20_360cb2bcb6ae,rescale,13,"[23, 20, 20, 20, 20, 20]",[30],20,59.93415,direct,36,0,0.00016798208005963655,237.94812375000006,237.534256,281.670324,19.961560997016868,26.579354999999993,97.85039833333333,97.962961,127.431923,12.392646615830948,14.716878999999992
