keyset,pass,row_id,order_index,order_position,arm,candidate_id,plaintext,decrypted,absolute_error,decision_flip,reserve_violation,encrypt_ms,evaluate_ms,decrypt_ms,total_ms,runtime,workload,portability,security_state,latency_state
1,1,600,3,1,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.27837247050721886,0.27837247054290076,3.5681901877637756e-11,False,False,101.627124,139.128516,80.878793,321.638321,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,600,3,2,heir_generated,heir_generated_lattigo_v8,0.27837247050721886,0.27837246656417847,3.9430403941942416e-09,False,False,32.914242,22.635895,1.243323,56.794311,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,600,3,3,flipguard_direct,provider_direct_synthesizer_ab7d6d8fcdf10d4e,0.27837247050721886,0.2880939698936189,0.009721499386400045,False,False,22.129102,27.92955,12.154176,62.217045,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,605,4,1,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.15375314750486183,0.15375314747763594,2.722588821058025e-11,False,False,110.335658,105.907288,84.218139,300.466013,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,605,4,2,flipguard_direct,provider_direct_synthesizer_ab7d6d8fcdf10d4e,0.15375314750486183,0.1690189952011398,0.015265847696277979,False,False,21.171848,24.540898000000002,16.187113,61.904899,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,605,4,3,heir_generated,heir_generated_lattigo_v8,0.15375314750486183,0.1537531465291977,9.756641328184656e-10,False,False,30.647067,21.992106,0.539582,53.179869,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,610,5,1,heir_generated,heir_generated_lattigo_v8,0.5578766124014962,0.5578765869140625,2.548743371910689e-08,False,False,27.959355,19.682232,0.438903,48.081834,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,610,5,2,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.5578766124014962,0.5578766123241686,7.732758877665447e-11,False,False,114.124115,113.112587,75.498828,302.74098,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,610,5,3,flipguard_direct,provider_direct_synthesizer_ab7d6d8fcdf10d4e,0.5578766124014962,0.5554314418858246,0.002445170515671613,False,False,20.860533,26.326489,13.140927,60.331728,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,615,6,1,flipguard_direct,provider_direct_synthesizer_ab7d6d8fcdf10d4e,0.37545720626718526,0.3809439306901903,0.005486724423005018,False,False,20.301545,24.295398,11.482496,56.084117,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,615,6,2,heir_generated,heir_generated_lattigo_v8,0.37545720626718526,0.37545719742774963,8.839435627905345e-09,False,False,24.758557,19.778062,0.534714,45.073257,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,615,6,3,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.37545720626718526,0.37545720628643664,1.9251378269302677e-11,False,False,104.417031,120.944794,80.389264,305.755047,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,620,1,1,heir_generated,heir_generated_lattigo_v8,0.2713689717648192,0.27136898040771484,8.642895621413516e-09,False,False,25.435728,19.94199,0.478267,45.857237,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,620,1,2,flipguard_direct,provider_direct_synthesizer_ab7d6d8fcdf10d4e,0.2713689717648192,0.2814154057090561,0.010046433944236877,False,False,21.510805,23.840334,16.624815,61.979241,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,620,1,3,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.2713689717648192,0.2713689717436552,2.1164014984975665e-11,False,False,99.750635,115.63779500000001,84.065483,299.458662,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,626,2,1,flipguard_direct,provider_direct_synthesizer_ab7d6d8fcdf10d4e,0.7038671083824173,0.6949583947481532,0.008908713634264043,False,False,21.350503,36.403519,13.039287,70.796174,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,626,2,2,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.7038671083824173,0.7038671084595413,7.712397387393821e-11,False,False,104.063227,115.23447900000001,72.573158,291.875493,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,626,2,3,heir_generated,heir_generated_lattigo_v8,0.7038671083824173,0.7038670778274536,3.0554963670326174e-08,False,False,24.170674,19.620386,0.450646,44.243039,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,631,3,1,bounded_catalog,provider_bounded_catalog_3aaf661a70fb4fde,0.2918537683112721,0.2918537683098801,1.3919976282750213e-12,False,False,96.666387,113.872994,73.026469,283.57064,Lattigo v6.2.0,shared_polynomial_threshold_v8,NATIVE_FLIPGUARD_ARM,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
1,1,631,3,2,heir_generated,heir_generated_lattigo_v8,0.2918537683112721,0.29185375571250916,1.2598762921811613e-08,False,False,23.999423,18.936062,0.488407,43.425195,Lattigo v6.2.0,shared_polynomial_threshold_v8,PORTABLE_EXACT,PASS,PAIRED_DIAGNOSTIC_UNSAFE_ARM
