schema_version,provider_id,provider_commit,workload_id,model_digest,graph_digest,input_id,input_digest,split_role,context_or_key_id,pass_index,plaintext_output,decrypted_output,plaintext_decision,encrypted_decision,decision_margin_or_top_two_gap,numerical_error,decision_flip,provider_prediction,gate_status,security_status,raw_output_digest,provider,system,workload,arm,runtime,scheme,evidence_level,execution_status,actual_output_available,decision_output_available,contexts_keysets,unique_inputs,raw_output_rows,compile_time_ms,tuning_time_ms,keygen_time_ms,encryption_time_ms,evaluation_time_ms,decryption_time_ms,total_time_ms,rms_error,max_absolute_error,validation_flips,audit_flips,gate_state,security_state,portability_state,output_manifest
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_20,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,75.874898,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,617.229655,NOT_SEPARATELY_RECORDED,15024.457099,0.022962372181885057,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_21,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,34.370775,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,595.633979,NOT_SEPARATELY_RECORDED,14517.509592999999,0.0025676505905899163,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_22,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,24.2058,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,601.707124,NOT_SEPARATELY_RECORDED,15596.402567000001,0.00019324472242907126,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_23,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,22.96478,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,608.058372,NOT_SEPARATELY_RECORDED,14905.290571,8.592888041598727e-06,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_24,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,29.961956,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,591.626839,NOT_SEPARATELY_RECORDED,16853.494589,0.00032684735594687084,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_25,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,29.624267999999997,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,668.951093,NOT_SEPARATELY_RECORDED,15147.830724,5.112768348713136e-06,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_26,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,22.836872,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,609.090138,NOT_SEPARATELY_RECORDED,15942.286041,1.0319264137005249e-07,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_27,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,21.022608,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,608.358008,NOT_SEPARATELY_RECORDED,14422.137145,3.787817250051071e-08,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_28,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,21.62056,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,853.249657,NOT_SEPARATELY_RECORDED,14522.205415,2.253429670670303e-08,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_29,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,39.456477,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,970.207347,NOT_SEPARATELY_RECORDED,15290.160496,9.94507549386984e-09,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_30,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,24.757926,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,685.964983,NOT_SEPARATELY_RECORDED,14863.096231,4.338293989081133e-05,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_31,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,84.63799700000001,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,699.170041,NOT_SEPARATELY_RECORDED,14967.435542000001,8.416480717529794e-06,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_32,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,25.835016999999997,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,692.89677,NOT_SEPARATELY_RECORDED,14713.510538999999,8.525905520629536e-07,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
flipguard_provider_execution_record_v7,CoreLab,3c37c11b29ca480525bb6681e0254bdf90029425,official_LinearRegression,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_EVALUATED,NOT_REPORTED,NOT_EVALUATED,SECURITY_NOT_REPORTED,sha256:8e412acddc176627a9d1d30e5fdcd5da7ed5012d19c1a00d2aaf0619a1b96e2c,CoreLab,ELASM,official_LinearRegression,eva_waterline_33,SEAL_HEVM,CKKS,3,PASS,true,False,1,NOT_REPORTED,1,20.820659,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,759.106227,NOT_SEPARATELY_RECORDED,14600.393540000001,1.0389274685270401e-07,NOT_REPORTED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,SECURITY_NOT_REPORTED,NATIVE_ONLY,external/v7/outputs/corelab/elasm-linear-regression-grid-v1/manifest.json
