partition,split_seed,dataset_id,model_id,alpha,margin_floor,status,failure_class,failure,validation_samples,v_cert,v_amb,coverage,protected_margin,output_error_budget,candidate_id,log_n,q_prime_count,p_prime_count,log_default_scale,declared_log_qp,security_headroom_bits,precision_target_bits,analysis_scale_bits,backend_scale_lift_bits
configuration_validation,0,banknote,linear_poly3,0.1,0,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0004312115263999994,synth_analysis_minimum_rescale_N13_Q7_S20_a2a0ca0ad5c2,13,7,1,20,173,44,13,18,2
configuration_validation,0,banknote,linear_poly3,0.1,1e-05,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0004312115263999994,synth_analysis_minimum_rescale_N13_Q7_S20_ff6163ecd761,13,7,1,20,173,44,13,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.0001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0004312115263999994,synth_analysis_minimum_rescale_N13_Q7_S20_e58b8d95d134,13,7,1,20,173,44,13,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.0005,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0004312115263999994,synth_analysis_minimum_rescale_N13_Q7_S20_2ab0f8de34bf,13,7,1,20,173,44,13,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0004312115263999994,synth_analysis_minimum_rescale_N13_Q7_S20_d65f2850c0fb,13,7,1,20,173,44,13,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.002,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0004312115263999994,synth_analysis_minimum_rescale_N13_Q7_S20_5e1c317f23bc,13,7,1,20,173,44,13,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.005,PLAN_OK,,,205,203,2,0.9902439024390244,0.007063773180999988,0.0007063773180999988,synth_analysis_minimum_rescale_N13_Q7_S20_17e7fc7928aa,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.01,PLAN_OK,,,205,202,3,0.9853658536585366,0.011934509584999975,0.0011934509584999977,synth_analysis_minimum_rescale_N13_Q7_S20_7815f14a83d7,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.1,0.05,PLAN_OK,,,205,174,31,0.848780487804878,0.05108134094,0.005108134094,synth_analysis_minimum_rescale_N13_Q7_S20_4b8e6035f60c,13,7,1,20,173,44,9,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0010780288159999984,synth_analysis_minimum_rescale_N13_Q7_S20_8bcf0196922b,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.25,1e-05,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0010780288159999984,synth_analysis_minimum_rescale_N13_Q7_S20_856200b10656,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.0001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0010780288159999984,synth_analysis_minimum_rescale_N13_Q7_S20_6d2ac4dbe6b7,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.0005,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0010780288159999984,synth_analysis_minimum_rescale_N13_Q7_S20_d8c2eb9ca987,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0010780288159999984,synth_analysis_minimum_rescale_N13_Q7_S20_f1db17bd7fee,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.002,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0010780288159999984,synth_analysis_minimum_rescale_N13_Q7_S20_450e9f077b89,13,7,1,20,173,44,12,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.005,PLAN_OK,,,205,203,2,0.9902439024390244,0.007063773180999988,0.001765943295249997,synth_analysis_minimum_rescale_N13_Q7_S20_5e995a9268c9,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.01,PLAN_OK,,,205,202,3,0.9853658536585366,0.011934509584999975,0.0029836273962499937,synth_analysis_minimum_rescale_N13_Q7_S20_c7ddb39cb5b3,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.25,0.05,PLAN_OK,,,205,174,31,0.848780487804878,0.05108134094,0.012770335235,synth_analysis_minimum_rescale_N13_Q7_S20_54ad6e74d8be,13,7,1,20,173,44,8,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.002156057631999997,synth_analysis_minimum_rescale_N13_Q7_S20_af4b6ced5490,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.5,1e-05,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.002156057631999997,synth_analysis_minimum_rescale_N13_Q7_S20_3313f2c86edf,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.0001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.002156057631999997,synth_analysis_minimum_rescale_N13_Q7_S20_6240f91f9e29,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.0005,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.002156057631999997,synth_analysis_minimum_rescale_N13_Q7_S20_670f130ecdb9,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.002156057631999997,synth_analysis_minimum_rescale_N13_Q7_S20_98e6bc2335af,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.002,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.002156057631999997,synth_analysis_minimum_rescale_N13_Q7_S20_6cfa143ed753,13,7,1,20,173,44,11,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.005,PLAN_OK,,,205,203,2,0.9902439024390244,0.007063773180999988,0.003531886590499994,synth_analysis_minimum_rescale_N13_Q7_S20_1ebf304b1e0f,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.01,PLAN_OK,,,205,202,3,0.9853658536585366,0.011934509584999975,0.0059672547924999875,synth_analysis_minimum_rescale_N13_Q7_S20_9810225f5a57,13,7,1,20,173,44,9,18,2
configuration_validation,0,banknote,linear_poly3,0.5,0.05,PLAN_OK,,,205,174,31,0.848780487804878,0.05108134094,0.02554067047,synth_analysis_minimum_rescale_N13_Q7_S20_c523a4beef8a,13,7,1,20,173,44,7,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0032340864479999953,synth_analysis_minimum_rescale_N13_Q7_S20_bb8ac9499b12,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.75,1e-05,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0032340864479999953,synth_analysis_minimum_rescale_N13_Q7_S20_319b0e184765,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.0001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0032340864479999953,synth_analysis_minimum_rescale_N13_Q7_S20_6c74377c2386,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.0005,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0032340864479999953,synth_analysis_minimum_rescale_N13_Q7_S20_0bb842b50986,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0032340864479999953,synth_analysis_minimum_rescale_N13_Q7_S20_519bbc3840e1,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.002,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0032340864479999953,synth_analysis_minimum_rescale_N13_Q7_S20_2c6473a7814b,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.005,PLAN_OK,,,205,203,2,0.9902439024390244,0.007063773180999988,0.005297829885749991,synth_analysis_minimum_rescale_N13_Q7_S20_3655ca428e0a,13,7,1,20,173,44,9,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.01,PLAN_OK,,,205,202,3,0.9853658536585366,0.011934509584999975,0.008950882188749981,synth_analysis_minimum_rescale_N13_Q7_S20_7b36cd4cf967,13,7,1,20,173,44,9,18,2
configuration_validation,0,banknote,linear_poly3,0.75,0.05,PLAN_OK,,,205,174,31,0.848780487804878,0.05108134094,0.038311005705,synth_analysis_minimum_rescale_N13_Q7_S20_2c30493d444e,13,7,1,20,173,44,7,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0038809037375999943,synth_analysis_minimum_rescale_N13_Q7_S20_d41fb6728a02,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.9,1e-05,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0038809037375999943,synth_analysis_minimum_rescale_N13_Q7_S20_915dc707faef,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.0001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0038809037375999943,synth_analysis_minimum_rescale_N13_Q7_S20_c3308b010efb,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.0005,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0038809037375999943,synth_analysis_minimum_rescale_N13_Q7_S20_25e46ea8a4ee,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.001,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0038809037375999943,synth_analysis_minimum_rescale_N13_Q7_S20_cba8332d55a4,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.002,PLAN_OK,,,205,205,0,1.0,0.004312115263999994,0.0038809037375999943,synth_analysis_minimum_rescale_N13_Q7_S20_fa9f47e4c6eb,13,7,1,20,173,44,10,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.005,PLAN_OK,,,205,203,2,0.9902439024390244,0.007063773180999988,0.006357395862899989,synth_analysis_minimum_rescale_N13_Q7_S20_3cba9979479d,13,7,1,20,173,44,9,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.01,PLAN_OK,,,205,202,3,0.9853658536585366,0.011934509584999975,0.010741058626499978,synth_analysis_minimum_rescale_N13_Q7_S20_e573b6382e64,13,7,1,20,173,44,8,18,2
configuration_validation,0,banknote,linear_poly3,0.9,0.05,PLAN_OK,,,205,174,31,0.848780487804878,0.05108134094,0.045973206846,synth_analysis_minimum_rescale_N13_Q7_S20_4c7af51a3a6a,13,7,1,20,173,44,6,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_071793b48211,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,1e-05,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_f60d45ff7795,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.0001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_55f3c489fe87,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.0005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_13e9e8171444,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_d4f475b820d6,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.002,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_b4d654b2a49c,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_b31501b21f32,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.01,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0012219452992000002,synth_analysis_minimum_rescale_N13_Q6_S20_17f1cea9c3a1,13,6,1,20,153,64,13,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.1,0.05,PLAN_OK,,,205,173,32,0.8439024390243902,0.05207130770099999,0.005207130770099999,synth_analysis_minimum_rescale_N13_Q6_S20_308b72083e6d,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_52f4b45655bf,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,1e-05,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_aa6e0399084a,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.0001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_76b6edd39262,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.0005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_099cc071145c,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_d628606cacb5,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.002,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_cfe2e8178129,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_25cd149bc8cc,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.01,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.0030548632480000004,synth_analysis_minimum_rescale_N13_Q6_S20_80d0cc94cede,13,6,1,20,153,64,11,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.25,0.05,PLAN_OK,,,205,173,32,0.8439024390243902,0.05207130770099999,0.013017826925249998,synth_analysis_minimum_rescale_N13_Q6_S20_76ef3e1f00a0,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_7fb30b0ed8ff,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,1e-05,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_c8e35f3fdfb6,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.0001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_89d181bb027a,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.0005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_c21d01093dd6,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_ac6ef4a94727,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.002,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_ebe96b5990f4,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_de3e6b8dc5da,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.01,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.006109726496000001,synth_analysis_minimum_rescale_N13_Q6_S20_91927c098ada,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.5,0.05,PLAN_OK,,,205,173,32,0.8439024390243902,0.05207130770099999,0.026035653850499996,synth_analysis_minimum_rescale_N13_Q6_S20_a1c96144f7d5,13,6,1,20,153,64,8,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_c7ca89061258,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,1e-05,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_ccac58ed9db3,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.0001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_5924f118b798,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.0005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_20d213134605,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_0e38ca46f4ec,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.002,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_706094fd4f17,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_ba82814c44d5,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.01,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.009164589744000001,synth_analysis_minimum_rescale_N13_Q6_S20_8a36cf91d8ee,13,6,1,20,153,64,10,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.75,0.05,PLAN_OK,,,205,173,32,0.8439024390243902,0.05207130770099999,0.039053480775749994,synth_analysis_minimum_rescale_N13_Q6_S20_9495b0773804,13,6,1,20,153,64,8,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_4d38210ef6a0,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,1e-05,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_97e1279f931b,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.0001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_8481f672eac1,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.0005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_c49a916d3245,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.001,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_211651cf2659,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.002,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_8cb2ba55a030,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.005,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_ed599d52b8ff,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.01,PLAN_OK,,,205,205,0,1.0,0.012219452992000002,0.010997507692800002,synth_analysis_minimum_rescale_N13_Q6_S20_1cdb20af0f31,13,6,1,20,153,64,9,18,2
configuration_validation,0,banknote,mlp_square_linear_score,0.9,0.05,PLAN_OK,,,205,173,32,0.8439024390243902,0.05207130770099999,0.046864176930899996,synth_analysis_minimum_rescale_N13_Q6_S20_74f743bd54a3,13,6,1,20,153,64,7,18,2
configuration_validation,0,digits_binary,linear_poly3,0.1,0,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,1.0878294600003002e-05,synth_analysis_minimum_rescale_N13_Q7_S22_bfeb2ad18f1f,13,7,1,22,187,30,19,22,0
configuration_validation,0,digits_binary,linear_poly3,0.1,1e-05,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,1.0878294600003002e-05,synth_analysis_minimum_rescale_N13_Q7_S22_fb65e1206522,13,7,1,22,187,30,19,22,0
configuration_validation,0,digits_binary,linear_poly3,0.1,0.0001,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,1.0878294600003002e-05,synth_analysis_minimum_rescale_N13_Q7_S22_90932ea38e99,13,7,1,22,187,30,19,22,0
configuration_validation,0,digits_binary,linear_poly3,0.1,0.0005,PLAN_OK,,,270,266,4,0.9851851851851852,0.0006064541390000122,6.064541390000123e-05,synth_analysis_minimum_rescale_N13_Q7_S20_e30583b87f9d,13,7,1,20,173,44,17,20,0
configuration_validation,0,digits_binary,linear_poly3,0.1,0.001,PLAN_OK,,,270,264,6,0.9777777777777777,0.0010907862649999767,0.00010907862649999767,synth_analysis_minimum_rescale_N13_Q7_S20_da720e6182bf,13,7,1,20,173,44,16,19,1
configuration_validation,0,digits_binary,linear_poly3,0.1,0.002,PLAN_OK,,,270,259,11,0.9592592592592593,0.002055265806999995,0.00020552658069999952,synth_analysis_minimum_rescale_N13_Q7_S20_5e5c36132407,13,7,1,20,173,44,15,18,2
configuration_validation,0,digits_binary,linear_poly3,0.1,0.005,PLAN_OK,,,270,232,38,0.8592592592592593,0.005018204266000026,0.0005018204266000027,synth_analysis_minimum_rescale_N13_Q7_S20_a386a5d03dd0,13,7,1,20,173,44,14,18,2
configuration_validation,0,digits_binary,linear_poly3,0.1,0.01,PLAN_OK,,,270,208,62,0.7703703703703704,0.010054433852,0.0010054433852000001,synth_analysis_minimum_rescale_N13_Q7_S20_604f01aec8df,13,7,1,20,173,44,13,18,2
configuration_validation,0,digits_binary,linear_poly3,0.1,0.05,PLAN_OK,,,270,14,256,0.05185185185185185,0.05028749733499999,0.005028749733499999,synth_analysis_minimum_rescale_N13_Q7_S20_5d602b808d9a,13,7,1,20,173,44,10,18,2
configuration_validation,0,digits_binary,linear_poly3,0.25,0,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,2.7195736500007506e-05,synth_analysis_minimum_rescale_N13_Q7_S21_2f010509ef26,13,7,1,21,180,37,18,21,0
configuration_validation,0,digits_binary,linear_poly3,0.25,1e-05,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,2.7195736500007506e-05,synth_analysis_minimum_rescale_N13_Q7_S21_5c10b9a3c167,13,7,1,21,180,37,18,21,0
configuration_validation,0,digits_binary,linear_poly3,0.25,0.0001,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,2.7195736500007506e-05,synth_analysis_minimum_rescale_N13_Q7_S21_10274f1b6164,13,7,1,21,180,37,18,21,0
configuration_validation,0,digits_binary,linear_poly3,0.25,0.0005,PLAN_OK,,,270,266,4,0.9851851851851852,0.0006064541390000122,0.00015161353475000305,synth_analysis_minimum_rescale_N13_Q7_S20_026fd21d9696,13,7,1,20,173,44,15,18,2
configuration_validation,0,digits_binary,linear_poly3,0.25,0.001,PLAN_OK,,,270,264,6,0.9777777777777777,0.0010907862649999767,0.00027269656624999417,synth_analysis_minimum_rescale_N13_Q7_S20_41fe6c5bbe41,13,7,1,20,173,44,14,18,2
configuration_validation,0,digits_binary,linear_poly3,0.25,0.002,PLAN_OK,,,270,259,11,0.9592592592592593,0.002055265806999995,0.0005138164517499988,synth_analysis_minimum_rescale_N13_Q7_S20_769d5d8133a4,13,7,1,20,173,44,13,18,2
configuration_validation,0,digits_binary,linear_poly3,0.25,0.005,PLAN_OK,,,270,232,38,0.8592592592592593,0.005018204266000026,0.0012545510665000065,synth_analysis_minimum_rescale_N13_Q7_S20_6cb60d603b5f,13,7,1,20,173,44,12,18,2
configuration_validation,0,digits_binary,linear_poly3,0.25,0.01,PLAN_OK,,,270,208,62,0.7703703703703704,0.010054433852,0.002513608463,synth_analysis_minimum_rescale_N13_Q7_S20_a0f91c8f9d98,13,7,1,20,173,44,11,18,2
configuration_validation,0,digits_binary,linear_poly3,0.25,0.05,PLAN_OK,,,270,14,256,0.05185185185185185,0.05028749733499999,0.012571874333749997,synth_analysis_minimum_rescale_N13_Q7_S20_012cd09adc77,13,7,1,20,173,44,9,18,2
configuration_validation,0,digits_binary,linear_poly3,0.5,0,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,5.439147300001501e-05,synth_analysis_minimum_rescale_N13_Q7_S20_c1dfff03733b,13,7,1,20,173,44,17,20,0
configuration_validation,0,digits_binary,linear_poly3,0.5,1e-05,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,5.439147300001501e-05,synth_analysis_minimum_rescale_N13_Q7_S20_6658cdaab12d,13,7,1,20,173,44,17,20,0
configuration_validation,0,digits_binary,linear_poly3,0.5,0.0001,PLAN_OK,,,270,270,0,1.0,0.00010878294600003002,5.439147300001501e-05,synth_analysis_minimum_rescale_N13_Q7_S20_e42a06198db7,13,7,1,20,173,44,17,20,0
configuration_validation,0,digits_binary,linear_poly3,0.5,0.0005,PLAN_OK,,,270,266,4,0.9851851851851852,0.0006064541390000122,0.0003032270695000061,synth_analysis_minimum_rescale_N13_Q7_S20_c61fb45b7df6,13,7,1,20,173,44,14,18,2
configuration_validation,0,digits_binary,linear_poly3,0.5,0.001,PLAN_OK,,,270,264,6,0.9777777777777777,0.0010907862649999767,0.0005453931324999883,synth_analysis_minimum_rescale_N13_Q7_S20_a619d395cbe7,13,7,1,20,173,44,13,18,2
