population,split_seed,dataset_id,model_id,stage,candidate_id,status,margin,absolute_error,margin_utilization_ratio,margin_utilization_cap,reserved_margin_fraction,operational_acceptance_budget,observed_decision_preserved,reserve_policy_pass,policy_reject_without_flip,minimum_cap_required,decision_flips,error_violations,observation_binding,source_sha256
confirmatory_seeds1_4,3,digits_binary,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_9887de80bbf2,SAFE,0.0010907862649077171,0.004600537533872795,0.17316975819754357,0.5,0.5,0.0005453931324538586,True,True,False,0.17316975819754357,0,0,aggregate_extrema_not_sample_bound,sha256:961cbdba0a2fc6944425b7024cd6db1693f43f9519949c3f9c80b7d657df48bb
confirmatory_seeds1_4,3,digits_binary,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_2195a085d6b4,SAFE,0.0012102926028767502,0.00021901257220380277,0.12612020405600619,0.5,0.5,0.0006051463014383751,True,True,False,0.12612020405600619,0,0,aggregate_extrema_not_sample_bound,sha256:ac8f735b3ffbaf2f13f370f5b61e0a1fe8fc23308b4a62d6b1b6deb925e55d7d
confirmatory_seeds1_4,3,digits_binary,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_2195a085d6b4,SAFE,0.0010321653256446517,0.0001426312819765574,0.0525043583558527,0.5,0.5,0.0005160826628223258,True,True,False,0.0525043583558527,0,0,aggregate_extrema_not_sample_bound,sha256:ed0e9950711a953dffb3793d7e92422175264e977f4dcc33aca6c1b820a4859a
confirmatory_seeds1_4,3,iris_binary,linear_poly3,configuration_validation,synth_analysis_minimum_rescale_N13_Q7_S20_03498e744ec6,SAFE,0.06514684301781704,0.014623943294057085,0.2123180482062034,0.5,0.5,0.03257342150890852,True,True,False,0.2123180482062034,0,0,aggregate_extrema_not_sample_bound,sha256:0462d4f659ef1a70d91ddf4106b275c97db4543deca18fc6bfe9f05dc4d4c9a2
confirmatory_seeds1_4,3,iris_binary,linear_poly3,locked_audit,synth_analysis_minimum_rescale_N13_Q7_S20_03498e744ec6,SAFE,0.054808789627047605,0.015338131155833323,0.24066289068188093,0.5,0.5,0.027404394813523802,True,True,False,0.24066289068188093,0,0,aggregate_extrema_not_sample_bound,sha256:60d89d4d89ffc1e3fa2be645259be13481d9cd322a58c3543b485983008c3b4e
confirmatory_seeds1_4,3,iris_binary,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_207988c02d8a,SAFE,0.06930386021944213,0.0002749437127089749,0.003967220755646215,0.5,0.5,0.03465193010972106,True,True,False,0.003967220755646215,0,0,aggregate_extrema_not_sample_bound,sha256:2939ed146679a011490b8140a9094ba37e36dfa1de4a2d9112119806d9a922e9
confirmatory_seeds1_4,3,iris_binary,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_207988c02d8a,SAFE,0.07555020622529346,0.0005245535124352996,0.004919750330489087,0.5,0.5,0.03777510311264673,True,True,False,0.004919750330489087,0,0,aggregate_extrema_not_sample_bound,sha256:65638c86e3f7d5706c17e617a81aaa82b5d97dec111baef1e5c716959f883ce7
confirmatory_seeds1_4,3,mnist_pool16,linear_poly3,configuration_validation,synth_repair_scale_1_rescale_N13_Q7_S24_c0a75243c434,SAFE,0.0011868140183747822,0.006647013626056908,0.09881806393399169,0.5,0.5,0.0005934070091873911,True,True,False,0.09881806393399169,0,0,aggregate_extrema_not_sample_bound,sha256:2a8a35172b64d6820c784e5de95eef603f75b7d014860641e9b6f28381d756fb
confirmatory_seeds1_4,3,mnist_pool16,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_c0a75243c434,SAFE,0.0012595531745684951,0.006371430790419574,0.18378838649683385,0.5,0.5,0.0006297765872842476,True,True,False,0.18378838649683385,0,0,aggregate_extrema_not_sample_bound,sha256:6c395899b66df92d5c57d5492549e325f07a72898b116dfac4a346b3ef94e585
confirmatory_seeds1_4,3,mnist_pool16,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_615f05f131da,SAFE,0.0010423414147401888,0.00034974014999777925,0.15590274848304364,0.5,0.5,0.0005211707073700944,True,True,False,0.15590274848304364,0,0,aggregate_extrema_not_sample_bound,sha256:cc76f240f2509827a2e02469b457123fe50b9c2c9e736a00c13f4162e3fc979b
confirmatory_seeds1_4,3,mnist_pool16,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_615f05f131da,SAFE,0.0010712082601815887,0.00026019403658633644,0.13655322919918833,0.5,0.5,0.0005356041300907943,True,True,False,0.13655322919918833,0,0,aggregate_extrema_not_sample_bound,sha256:b4fa6fbf22ffe12de96a255fc7fe5b266dfdb6f1edbbec62e3f8731bf9ceb821
confirmatory_seeds1_4,3,wdbc,linear_poly3,configuration_validation,synth_repair_scale_1_rescale_N13_Q7_S24_862b7b7caaa4,SAFE,0.001463626481787328,0.008826062341526386,0.23942152667603467,0.5,0.5,0.000731813240893664,True,True,False,0.23942152667603467,0,0,aggregate_extrema_not_sample_bound,sha256:366063d6120517601eac444c2ea6889e1352674b71f720e02379583015583a90
confirmatory_seeds1_4,3,wdbc,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_862b7b7caaa4,SAFE,0.0017179971153420404,0.0135237500591473,0.08375303113086928,0.5,0.5,0.0008589985576710202,True,True,False,0.08375303113086928,0,0,aggregate_extrema_not_sample_bound,sha256:e8757daa318c69b9a3798a9b3eba434bdf539c1689482889105b1139069f61a5
confirmatory_seeds1_4,3,wdbc,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_452d20eed652,SAFE,0.0012942465398142478,0.00014760028146210136,0.03801870686803169,0.5,0.5,0.0006471232699071239,True,True,False,0.03801870686803169,0,0,aggregate_extrema_not_sample_bound,sha256:df709dd1fc2e327c42f7bac52caf560ca49638468b68ee2dd23cd6458112ab94
confirmatory_seeds1_4,3,wdbc,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_452d20eed652,SAFE,0.0013982586108370887,0.000560326251129617,0.1326852035254969,0.5,0.5,0.0006991293054185443,True,True,False,0.1326852035254969,0,0,aggregate_extrema_not_sample_bound,sha256:d9e6e31f17cd912d530e9832999dcbccb9462d7034a842a476b0ef51431ad55a
confirmatory_seeds1_4,4,banknote,linear_poly3,configuration_validation,synth_repair_scale_1_rescale_N13_Q7_S24_e80473fbb570,SAFE,0.004312115264032301,0.007790088844805698,0.05641746093999787,0.5,0.5,0.0021560576320161506,True,True,False,0.05641746093999787,0,0,aggregate_extrema_not_sample_bound,sha256:0dce32195d9a35a4d36465dc63e10cb992109570f96ac57f0185d7c8c3ca85f2
confirmatory_seeds1_4,4,banknote,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_e80473fbb570,SAFE,0.004312115264032301,0.007638762357402962,0.05808893336509812,0.5,0.5,0.0021560576320161506,True,True,False,0.05808893336509812,0,0,aggregate_extrema_not_sample_bound,sha256:925506a13d9146fb52748c674a495dfa3ef21ed506ad8fdcbaa39e120c29ed6d
confirmatory_seeds1_4,4,banknote,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_0bd8533b1127,SAFE,0.013947781713503082,0.00077418856906325,0.04488053782222504,0.5,0.5,0.006973890856751541,True,True,False,0.04488053782222504,0,0,aggregate_extrema_not_sample_bound,sha256:fcba6313d347236e73dd7ed41d485c048b3996991f29d9ef52a2b8c0c8954908
confirmatory_seeds1_4,4,banknote,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_0bd8533b1127,SAFE,0.012219452991614865,0.0015495518250381313,0.05428163404652887,0.5,0.5,0.006109726495807433,True,True,False,0.05428163404652887,0,0,aggregate_extrema_not_sample_bound,sha256:89a35bc2450e62c268b8766c8ce81d72a2c51132fca9b16e3bd02b060c320d29
confirmatory_seeds1_4,4,digits_binary,linear_poly3,configuration_validation,synth_repair_scale_1_rescale_N13_Q7_S24_6fa2713d3e0a,SAFE,0.0013983003861278709,0.005163583056666421,0.0950317346794313,0.5,0.5,0.0006991501930639354,True,True,False,0.0950317346794313,0,0,aggregate_extrema_not_sample_bound,sha256:7f03098064e505e2e7a8fdc3a35018e64409aa13929f956ffda93d8e1a2073ec
confirmatory_seeds1_4,4,digits_binary,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_6fa2713d3e0a,SAFE,0.0010907862649077171,0.004538257831564585,0.15974395424725535,0.5,0.5,0.0005453931324538586,True,True,False,0.15974395424725535,0,0,aggregate_extrema_not_sample_bound,sha256:dd14cec5331f35b317b1cb0ee931dd60b993f891675d267c4faeab17c99df5f6
confirmatory_seeds1_4,4,digits_binary,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_d7df5358bf41,SAFE,0.0010321653256446517,7.006213642135606e-05,0.02421899578846519,0.5,0.5,0.0005160826628223258,True,True,False,0.02421899578846519,0,0,aggregate_extrema_not_sample_bound,sha256:1057feb2649afc1a5900d161a13512f014c85e71fb324e5513367d460d1f5964
confirmatory_seeds1_4,4,digits_binary,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_d7df5358bf41,SAFE,0.0011187043454843337,5.754394331980439e-05,0.023451660117867486,0.5,0.5,0.0005593521727421669,True,True,False,0.023451660117867486,0,0,aggregate_extrema_not_sample_bound,sha256:33bb442ccaf909bc0bac96ff95d87c388e1e6ef4abcda7b54d70f883a811d9f8
confirmatory_seeds1_4,4,iris_binary,linear_poly3,configuration_validation,synth_analysis_minimum_rescale_N13_Q7_S20_157c7f3b52c3,SAFE,0.054808789627047605,0.01531995716529122,0.2612079659611315,0.5,0.5,0.027404394813523802,True,True,False,0.2612079659611315,0,0,aggregate_extrema_not_sample_bound,sha256:4943ec57a587f829b0d932dcb854a245a5f559a13ee5f7716ab2f474d597918b
confirmatory_seeds1_4,4,iris_binary,linear_poly3,locked_audit,synth_analysis_minimum_rescale_N13_Q7_S20_157c7f3b52c3,SAFE,0.06514684301781704,0.016581114999173585,0.19803346395905036,0.5,0.5,0.03257342150890852,True,True,False,0.19803346395905036,0,0,aggregate_extrema_not_sample_bound,sha256:950a49c2439f97e4270d8d82c89d062d1c55d0985469b7665566c7b2dd29737f
confirmatory_seeds1_4,4,iris_binary,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_0b567c0ee21f,SAFE,0.06930386021944213,0.00024653524105294755,0.003263197459948296,0.5,0.5,0.03465193010972106,True,True,False,0.003263197459948296,0,0,aggregate_extrema_not_sample_bound,sha256:85a4e8e52d0d87d332f14a36dfd4026a65ab2384ee5ca3277fe24365a29cb074
confirmatory_seeds1_4,4,iris_binary,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_0b567c0ee21f,SAFE,0.08119315390770077,0.00018511893035078053,0.0018345594968949745,0.5,0.5,0.04059657695385038,True,True,False,0.0018345594968949745,0,0,aggregate_extrema_not_sample_bound,sha256:e4cae982f3368b75fd8c4825ee77d510d010d2827b38179380e638bae47b81c4
confirmatory_seeds1_4,4,mnist_pool16,linear_poly3,configuration_validation,synth_repair_scale_1_rescale_N13_Q7_S24_d2e82633aee4,SAFE,0.0013244120902241585,0.006426677698440408,0.11366917784566388,0.5,0.5,0.0006622060451120793,True,True,False,0.11366917784566388,0,0,aggregate_extrema_not_sample_bound,sha256:8606ed51c783e46eebcf31fca2e1837c522f575abb2ae059f5599f10ce661bf1
confirmatory_seeds1_4,4,mnist_pool16,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_d2e82633aee4,SAFE,0.0011868140183747822,0.006765309026270705,0.1991713439902873,0.5,0.5,0.0005934070091873911,True,True,False,0.1991713439902873,0,0,aggregate_extrema_not_sample_bound,sha256:801d118c63cbaa9f7f333e6c37049127d5bd7e8740ba23f4a8062142fb56a2a7
confirmatory_seeds1_4,4,mnist_pool16,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_360cb2bcb6ae,SAFE,0.0010423414147401888,0.00012702662032504364,0.06466298116940393,0.5,0.5,0.0005211707073700944,True,True,False,0.06466298116940393,0,0,aggregate_extrema_not_sample_bound,sha256:27d698feee0230f38d28a2c9921caaafa5103b0b606fff9f4ea8a0ab4d529b87
confirmatory_seeds1_4,4,mnist_pool16,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_360cb2bcb6ae,SAFE,0.0010712082601815887,0.0001282052825162805,0.07265832893716286,0.5,0.5,0.0005356041300907943,True,True,False,0.07265832893716286,0,0,aggregate_extrema_not_sample_bound,sha256:a4af5ce66e76846243e711a7d703d696b01c85ef43d64148b4054b4e4e63c01e
confirmatory_seeds1_4,4,wdbc,linear_poly3,configuration_validation,synth_repair_scale_1_rescale_N13_Q7_S24_4bbcda4a66ae,SAFE,0.001909532519170698,0.00883101030218697,0.12538713981439548,0.5,0.5,0.000954766259585349,True,True,False,0.12538713981439548,0,0,aggregate_extrema_not_sample_bound,sha256:83dfcfb908578249e1353fad87b5e9654beff9616abae46d711240acb1421a8d
confirmatory_seeds1_4,4,wdbc,linear_poly3,locked_audit,synth_repair_scale_1_rescale_N13_Q7_S24_4bbcda4a66ae,SAFE,0.001463626481787328,0.013518995783791982,0.11544104250653123,0.5,0.5,0.000731813240893664,True,True,False,0.11544104250653123,0,0,aggregate_extrema_not_sample_bound,sha256:b0431b954d9c5dd4813a834e37d199d13c9bd0f7dbb045027cc00237df0843c4
confirmatory_seeds1_4,4,wdbc,mlp_square_linear_score,configuration_validation,synth_analysis_minimum_rescale_N13_Q6_S20_040942fa820d,SAFE,0.0012942465398142478,0.0007083708023465363,0.07630210406316032,0.5,0.5,0.0006471232699071239,True,True,False,0.07630210406316032,0,0,aggregate_extrema_not_sample_bound,sha256:41ab97cf9323ec6d86b3eef3fb84f501603526cc0fcebbeddeeb1a6036e1f02a
confirmatory_seeds1_4,4,wdbc,mlp_square_linear_score,locked_audit,synth_analysis_minimum_rescale_N13_Q6_S20_040942fa820d,SAFE,0.0013982586108370887,0.00042959297229505644,0.026860278354945807,0.5,0.5,0.0006991293054185443,True,True,False,0.026860278354945807,0,0,aggregate_extrema_not_sample_bound,sha256:0fa38aae5fadd85c563536ad390a75bbb1aadf36763274188655cd54d23dc927
