run_id,split_seed,dataset_id,model_id,workload_id,status,outcome,trials_used,encrypted_key_runs,selected_candidate_id,selected_trial_status,selected_assurance,log_n,q_prime_count,p_prime_count,log_default_scale,declared_log_qp,security_headroom_bits,analysis_scale_bits,backend_scale_lift_bits,backend_validation_attempts,same_tier_precision_gain_bits,same_tier_static_candidates_tried,generation_kind,key_repeats_requested,key_repeats_completed,success_runs,decision_flips,error_violations,max_observed_error,v_cert,v_amb,mean_total_ms,median_total_ms,p95_total_ms,contract_digest,model_sha256,validation_sha256,result_path
full_floor18_keys3,3,banknote,linear_poly3,split_seed_3/banknote/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_52f43f9afafa,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.0076993392313977616,205,0,85.70134980487799,79.523026,124.231613,sha256:52f43f9afafa289e7d3309c1dfb1b308d62c62021515fe37c0dc0308aff61f08,sha256:d14e8e810a9b5b2b945f57cf8f53e4e12ee3b87a118262ba9cb796410c0083a4,sha256:c6d0e6f1b1966b11e3410238909b056a0eabf23d405ddb4f909146adb0aae595,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_banknote_linear_poly3.json
full_floor18_keys3,3,banknote,mlp_square_linear_score,split_seed_3/banknote/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_d403feb5824c,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.0006645398171066796,205,0,128.10138230569106,118.339906,181.706027,sha256:d403feb5824cc4a5347b8f058947886b0e1f379595fc5b7394eeac04bee0776d,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,sha256:724adff9fd9f3b1161d89fa241a1143a477b6da1fc1e1419bb25d2d33a640990,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_banknote_mlp_square_linear_score.json
full_floor18_keys3,3,digits_binary,linear_poly3,split_seed_3/digits_binary/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_b7caada3de51,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.005089506879679684,266,4,141.47255487530865,134.055259,200.123414,sha256:b7caada3de5167aae3e533a7dd36e5fda46b48e4e67445f78e7687e602327727,sha256:4732af06a200e574b79412c23f8a91a98989217b2dc0ffb6e5f48ddd4e9caa36,sha256:35eb9d0e8e50bf8d881e5fb4adb85e349e0f80f8a034c5c08faad09115630c0c,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_digits_binary_linear_poly3.json
full_floor18_keys3,3,digits_binary,mlp_square_linear_score,split_seed_3/digits_binary/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_bbfdc7e5ffb9,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,7.078227575185725e-05,254,16,184.56675272222225,175.022855,247.417435,sha256:bbfdc7e5ffb952c4229b89ee17bd6fc690bbe837bfd1c987f7c2395d697fa37f,sha256:025eb7dea28322d4b60adcfff3b1ff48c3fb44aa57280d39eea813405a6561d5,sha256:8bf72a8efb62db52d4c66349c7eec07b99c5c74fd29be13865b4362f5fde3a88,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_digits_binary_mlp_square_linear_score.json
full_floor18_keys3,3,iris_binary,linear_poly3,split_seed_3/iris_binary/linear_poly3,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q7_S20_1245fee766ad,SAFE,OBSERVED_VALIDATION,13,7,1,20,173,44,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.01700509793323568,14,0,111.5670336904762,97.52285,186.011802,sha256:1245fee766ad1b63a2e50770a1b7bba877c2bac503a624732bb11055b2b22f55,sha256:9d4cf49eb8f29c382a891665f15e69859f5d1419a4ae18552a3490fc78ec0ed1,sha256:e196692a127fd58688d5574143c0bf253fc1e26634bffd6920587a346a9df925,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_iris_binary_linear_poly3.json
full_floor18_keys3,3,iris_binary,mlp_square_linear_score,split_seed_3/iris_binary/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_db84d5be9564,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.0005493595412777719,14,0,138.00834483333333,126.569165,221.590993,sha256:db84d5be956443c33786d64553405cbcd0782a84f4c44e10e5c8e7803a647f79,sha256:177371ecf4239a1072c5b451b94e492d80cc143b260f1ee0383783bb838eadeb,sha256:fdca97bbff79689950caeaca8af2741b496bc525454c0334fe563bdc8c6f2a7e,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_iris_binary_mlp_square_linear_score.json
full_floor18_keys3,3,mnist_pool16,linear_poly3,split_seed_3/mnist_pool16/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_6b95ea1ec75b,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.006673851749988802,243,6,246.02979069879493,232.161333,348.92915,sha256:6b95ea1ec75bf51a47e8589f007225173fa77dd53b36d00225abd6a54a5fed75,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,sha256:1cfef214cd0c336e4a63be779e20c749d24e65118e74c2e8549802b2a80ff5c9,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_mnist_pool16_linear_poly3.json
full_floor18_keys3,3,mnist_pool16,mlp_square_linear_score,split_seed_3/mnist_pool16/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_f4d2820335af,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.00010351327576135771,248,1,293.8684140615796,276.444582,396.880517,sha256:f4d2820335af9612031438032f69a8d588192d080468f0054f1b0e6fec711fca,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,sha256:756d2da0f0d67b72594321a08b0a9cd4c6e3ee5435082bd413a49401c172d193,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_mnist_pool16_mlp_square_linear_score.json
full_floor18_keys3,3,wdbc,linear_poly3,split_seed_3/wdbc/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_7a9253ddb5f1,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.00900273820177272,84,1,146.2646446666667,137.139176,206.743032,sha256:7a9253ddb5f1cfcb4c774f18b7547031f9a25666ac0c194706b47127e2055747,sha256:50d82e12fc96b3084084fba4f370487f7a20d16371905c21d7cb024f9e07f759,sha256:0cf75cd74c6ed131052f90b600212c6856e20e8327ac5a78cbb3a7aeaa3fef1c,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_wdbc_linear_poly3.json
full_floor18_keys3,3,wdbc,mlp_square_linear_score,split_seed_3/wdbc/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_85d1a36f9370,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.00020469236336079222,81,4,203.75592296078426,191.846377,283.275697,sha256:85d1a36f93703e819438f27b4a47adf39b04c959de8aa25c010ec702d2b0430d,sha256:1893e664ba828fbeadfbd122a679d67b16824b736017e531d84aa3401d3752b4,sha256:7e782f435ae4e559db373ab3918a02422de221a42db0fc96da17a89e7dce5977,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed3_wdbc_mlp_square_linear_score.json
full_floor18_keys3,4,banknote,linear_poly3,split_seed_4/banknote/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_5b03bef84ce4,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.0076912751725286,205,0,106.2797123430894,99.442928,156.5164,sha256:5b03bef84ce49b1f4b2ea932092920e2c261093d68f5640cea1cc9f43d39fb30,sha256:d14e8e810a9b5b2b945f57cf8f53e4e12ee3b87a118262ba9cb796410c0083a4,sha256:722c717824cf3220c3f868202a3c431526763d72f0cadbf6aa514ae94bf67b80,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_banknote_linear_poly3.json
full_floor18_keys3,4,banknote,mlp_square_linear_score,split_seed_4/banknote/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_5181717725fd,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.0011939673128991135,205,0,158.6686363674796,149.078072,237.230316,sha256:5181717725fd5660732aa060a5b857f2225a8d939afcbc65f9cbb34d14379301,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,sha256:b42315c6cd33153e0531eb767007b80bf40aa1438251c1ced3b998e4d796e1b0,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_banknote_mlp_square_linear_score.json
full_floor18_keys3,4,digits_binary,linear_poly3,split_seed_4/digits_binary/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_1a5f9eb0573f,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.0051297891589501265,264,6,167.49041755432108,150.021902,283.476213,sha256:1a5f9eb0573fe29863505d901ba9a5b2c54dc7db1ff818102c6b6753ca8a9b46,sha256:4732af06a200e574b79412c23f8a91a98989217b2dc0ffb6e5f48ddd4e9caa36,sha256:f7c1d7760f711279e1122124dc5c438ca660801da11747a26e820e15356c7283,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_digits_binary_linear_poly3.json
full_floor18_keys3,4,digits_binary,mlp_square_linear_score,split_seed_4/digits_binary/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_0a724afc6c22,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,8.24753499605313e-05,248,22,193.915889733333,174.845141,307.11522,sha256:0a724afc6c220232dca04222167e8d673cd1c3f990c4c26d609a02a8656f5513,sha256:025eb7dea28322d4b60adcfff3b1ff48c3fb44aa57280d39eea813405a6561d5,sha256:ec63dbf9d905eb025a2b53e158b484b6c121813760d41f53efe4965796fe7868,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_digits_binary_mlp_square_linear_score.json
full_floor18_keys3,4,iris_binary,linear_poly3,split_seed_4/iris_binary/linear_poly3,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q7_S20_6620abbbb624,SAFE,OBSERVED_VALIDATION,13,7,1,20,173,44,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.018132877964062932,14,0,75.27216211904762,72.562183,93.4568,sha256:6620abbbb6247d8bb5fdd57b42ac607e4bed6ec9dd10635c65ca1b7ca318bd49,sha256:9d4cf49eb8f29c382a891665f15e69859f5d1419a4ae18552a3490fc78ec0ed1,sha256:516bfef6c0e76a1b95b55cda770ca98496a8715d976d901e3042a2d2e4f5ba0c,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_iris_binary_linear_poly3.json
full_floor18_keys3,4,iris_binary,mlp_square_linear_score,split_seed_4/iris_binary/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_410391a92584,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.0003333252003505649,14,0,151.54258197619052,126.836857,216.220467,sha256:410391a925846337eacde00aa72654951f9dc290c81bb7252e98e4423374513b,sha256:177371ecf4239a1072c5b451b94e492d80cc143b260f1ee0383783bb838eadeb,sha256:5079d568ca89ef90170f2af980d4a8edb3b11c1155778e82bc52779cfd2264a4,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_iris_binary_mlp_square_linear_score.json
full_floor18_keys3,4,mnist_pool16,linear_poly3,split_seed_4/mnist_pool16/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_bb6a1f909bb7,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.006466742134100367,242,7,205.45056710843375,193.0547,287.153824,sha256:bb6a1f909bb7b2060c105d9efe293131d6b67099ab19c3f2d36c972ab334cf77,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,sha256:e9c5a25ab385c2a5a0237b936a6168968c40b91656d7fe9458aef0cb30e9fafe,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_mnist_pool16_linear_poly3.json
full_floor18_keys3,4,mnist_pool16,mlp_square_linear_score,split_seed_4/mnist_pool16/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_fc30b5ace58f,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.00024032469634593934,247,2,238.14749210174026,228.7415,296.359155,sha256:fc30b5ace58fe20165a6648cbc19f5a1669ed3d76758b083faffe05ef8021ae1,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,sha256:b27cbc9e74a5d94fa494fc3353344c167c930cd00a75fe0556adac354c9f9ab5,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_mnist_pool16_mlp_square_linear_score.json
full_floor18_keys3,4,wdbc,linear_poly3,split_seed_4/wdbc/linear_poly3,ok,SELECTED,2,6,synth_repair_scale_1_rescale_N13_Q7_S24_d84de52a7b18,SAFE,OBSERVED_VALIDATION,13,7,1,24,201,16,24,0,1,0,1,repair_scale_1,3,3,3,0,0,0.00881584745248043,83,2,123.04837326274507,117.916757,157.512163,sha256:d84de52a7b18d138a9c86c0f569bda9886e3006473328367307de8b31e286758,sha256:50d82e12fc96b3084084fba4f370487f7a20d16371905c21d7cb024f9e07f759,sha256:3695690e6012f4b3d6e4b803436c62f7eb6b10a584acf1a4ec3a5f3ea81dd59e,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_wdbc_linear_poly3.json
full_floor18_keys3,4,wdbc,mlp_square_linear_score,split_seed_4/wdbc/mlp_square_linear_score,ok,SELECTED,1,3,synth_analysis_minimum_rescale_N13_Q6_S20_53fdc19676be,SAFE,OBSERVED_VALIDATION,13,6,1,20,153,64,18,2,3,0,1,analysis_minimum,3,3,3,0,0,0.0001350336437611066,83,2,167.55449556078432,157.249004,221.635369,sha256:53fdc19676be2ece0a157c069c96090968757f8fd46db2b8bb4fb7f00023f3a1,sha256:1893e664ba828fbeadfbd122a679d67b16824b736017e531d84aa3401d3752b4,sha256:6bcc6e7b0b4920daf7d5eaeae63e3a2772bebcadce40b2dd8b4f519f7916516b,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_floor18_keys3/results/directv1_full_floor18_keys3_seed4_wdbc_mlp_square_linear_score.json
